repository_id,reference_id,reference_code,reference_label,ekylibre_scope,ekylibre_value
18,22219,I86,Prunier à fleurs,MasterProduction,plum
18,22220,I87,Prunier d'ornement à feuillage pourpre,MasterProduction,plum
18,22227,I88,Anthurium,MasterProduction,crop_production
18,22602,I89,Amaryllis belladona,MasterProduction,crop_production
18,22659,I90,Campanule,MasterProduction,crop_production
18,22603,I90,Campanule,MasterProduction,crop_production
18,22660,I91,Célosie,MasterProduction,crop_production
18,22604,I91,Célosie,MasterProduction,crop_production
18,22661,I92,Delphinium,MasterProduction,crop_production
18,22605,I92,Delphinium,MasterProduction,crop_production
18,22662,I93,Giroflée ravenelle,MasterProduction,crop_production
18,22606,I93,Giroflée ravenelle,MasterProduction,crop_production
18,22663,I94,Hortensia,MasterProduction,crop_production
18,22608,I95,Hibiscus sabdariffa,MasterProduction,crop_production
18,22609,I96,Lisianthus,MasterProduction,crop_production
18,22665,I96,Lisianthus,MasterProduction,crop_production
18,22666,I97,Muflier,MasterProduction,crop_production
18,22610,I97,Muflier,MasterProduction,crop_production
18,22667,I98,Pivoine,MasterProduction,crop_production
18,22611,I98,Pivoine,MasterProduction,crop_production
18,22612,I99,Rosier multiflore,MasterProduction,crop_production
18,22668,I99,Rosier multiflore,MasterProduction,crop_production
18,22613,J01,Cultures fruitières,MasterProduction,annual_fruit
18,22669,J01,Statice,MasterProduction,crop_production
18,22614,J02,Cultures légumières,MasterProduction,annual_vegetable
18,22670,J02,Strelitzia,MasterProduction,crop_production
18,22615,J03,Cultures ornementales,MasterProduction,annual_ornamental_plant_and_mapp
18,22671,J03,Tulipe,MasterProduction,crop_production
18,22616,J04,Cultures tropicales,MasterProduction,crop_production
18,22617,J05,Divers,MasterProduction,crop_production
18,22674,J06,CIPAN potentiel,MasterProduction,crop_production
18,22675,J07,Cultures fourragères/Prairie/ Pelouse/ Gazon,MasterProduction,crop_production
18,22676,J08,Sylviculture,MasterProduction,crop_production
18,22678,J10,Ceanothus,MasterProduction,crop_production
18,22622,J10,Grandes cultures,MasterProduction,crop_production
18,22623,J11,PPAM,MasterProduction,annual_ornamental_plant_and_mapp
18,22680,J12,Cultures dédiées à la production de biomasse,MasterProduction,crop_production
18,22681,J13,Cornus,MasterProduction,crop_production
18,22626,J14,Cotoneaster,MasterProduction,crop_production
18,22683,J15,Euonymus,MasterProduction,crop_production
18,22684,J17,Ilex,MasterProduction,crop_production
18,22628,J17,Ilex,MasterProduction,crop_production
18,22629,J18,Lagerstroemia,MasterProduction,crop_production
18,22685,J18,Lagerstroemia,MasterProduction,crop_production
18,22630,J19,Ligustrum,MasterProduction,crop_production
18,22686,J19,Ligustrum,MasterProduction,crop_production
18,22687,J20,Magnolia,MasterProduction,crop_production
18,22631,J20,Magnolia,MasterProduction,crop_production
18,22632,J21,Osmanthus,MasterProduction,crop_production
18,22688,J21,Osmanthus,MasterProduction,crop_production
18,22633,J22,Photinia,MasterProduction,crop_production
18,22689,J22,Photinia,MasterProduction,crop_production
18,22690,J23,Pittosporum,MasterProduction,crop_production
18,22634,J23,Pittosporum,MasterProduction,crop_production
18,22635,J24,Santoline,MasterProduction,crop_production
18,22691,J24,Santoline,MasterProduction,crop_production
18,22636,J25,Spiraea,MasterProduction,crop_production
18,22692,J25,Spiraea,MasterProduction,crop_production
18,22693,J26,Cupressocyparis,MasterProduction,crop_production
18,22694,J27,Begonia,MasterProduction,crop_production
18,22695,J28,Bidens,MasterProduction,crop_production
18,22640,J29,Calibrachoa,MasterProduction,crop_production
18,22641,J30,Coleus,MasterProduction,crop_production
18,22698,J31,Coreopsis,MasterProduction,crop_production
18,22642,J31,Coreopsis,MasterProduction,crop_production
18,22699,J32,Cyclamen,MasterProduction,crop_production
18,22644,J33,Diascia,MasterProduction,crop_production
18,22645,J34,Dipladénia,MasterProduction,crop_production
18,22646,J35,Gazania,MasterProduction,crop_production
18,22702,J35,Gazania,MasterProduction,crop_production
18,22703,J37,Impatiens,MasterProduction,crop_production
18,22647,J37,Impatiens,MasterProduction,crop_production
18,22648,J38,Lantana,MasterProduction,crop_production
18,22704,J38,Lantana,MasterProduction,crop_production
18,22649,J40,Osteospermum,MasterProduction,crop_production
18,22706,J41,Pelargonium,MasterProduction,crop_production
18,22651,J42,Pelargonium grandiflorum,MasterProduction,crop_production
18,22707,J42,Pelargonium grandiflorum,MasterProduction,crop_production
18,22652,J43,Pelargonium hortorum,MasterProduction,crop_production
18,22708,J43,Pelargonium hortorum,MasterProduction,crop_production
18,22653,J44,Pelargonium peltatum,MasterProduction,crop_production
18,22709,J44,Pelargonium peltatum,MasterProduction,crop_production
18,22654,J45,Petunia,MasterProduction,crop_production
18,22710,J45,Petunia,MasterProduction,crop_production
18,22655,J46,Poinsettia,MasterProduction,crop_production
18,22711,J46,Poinsettia,MasterProduction,crop_production
18,22656,J47,Rudbeckia,MasterProduction,crop_production
18,22712,J47,Rudbeckia,MasterProduction,crop_production
18,22713,J48,Viola,MasterProduction,crop_production
18,22738,J49,Pâquerette,MasterProduction,crop_production
18,22737,J49,Pâquerette,MasterProduction,crop_production
18,22739,J50,Impatiens walleriana,MasterProduction,crop_production
18,22740,J51,Impatiens Nouvelle Guinée,MasterProduction,crop_production
18,22741,J52,Mélange Gazon,MasterProduction,crop_production
18,27281,J53,Heuchère,MasterProduction,crop_production
18,27336,J54,Tulipier de Virginie,MasterProduction,crop_production
18,27337,J55,Magnolia grandiflora,MasterProduction,crop_production
18,27338,J56,Magnolia soulangeana,MasterProduction,crop_production
18,27569,J57,Quinoa,MasterProduction,crop_production
18,1707,T37,Repousses colza,MasterProduction,winter_rape
18,1708,T88,Repousses pois,MasterProduction,winter_fodder_pea
18,1709,T90,Autre graminée,MasterProduction,cereal_mix
18,1710,T91,Autre crucifère,MasterProduction,oleaginous_mix
18,1711,T92,Autre légumineuse,MasterProduction,leguminous_mix
18,1712,T93,Autre melange,MasterProduction,fodder_species_mix
18,1114,ZAF,Agrostide ténue,MasterProduction,crop_production
18,1116,ZAG,Ail,MasterProduction,garlic
18,1135,ZAJ,Artichaut,MasterProduction,artichoke
18,1136,ZAK,Asperge,MasterProduction,asparagus
18,1137,ZAL,Aubergine,MasterProduction,eggplant
18,1140,ZAM,Avoine,MasterProduction,winter_oat
18,1152,ZAP,Betterave,MasterProduction,beetroot
18,1153,ZAQ,Blé dur,MasterProduction,winter_hard_wheat
18,1154,ZAR,Blé tendre,MasterProduction,winter_common_wheat
18,1160,ZAT,Brome de champs,MasterProduction,bromus
18,1174,ZAU,Cardon,MasterProduction,crop_production
18,1175,ZAV,Carotte,MasterProduction,carrot
18,1180,ZAW,Cassissier,MasterProduction,blackcurrant
18,1182,ZAX,Céleri,MasterProduction,celery
18,1189,ZAY,Cerfeuil,MasterProduction,chervil
18,1191,ZAZ,Chanvre,MasterProduction,hemp
18,1198,ZBA,Chicorée,MasterProduction,root_chicory
18,1205,ZBB,Chou,MasterProduction,cabbage
18,1216,ZBE,Colza,MasterProduction,winter_rape
18,1217,ZBF,Concombre,MasterProduction,cucumber
18,1219,ZBG,Coquelicot,MasterProduction,crop_production
18,1223,ZBI,Courgette,MasterProduction,zucchini
18,1230,ZBJ,Dactyle,MasterProduction,cocksfoot
18,1237,ZBK,Echalote,MasterProduction,shallot
18,1240,ZBM,Epeautre,MasterProduction,spelt
18,1242,ZBN,Epinard,MasterProduction,winter_spinach
18,1248,ZBO,Fenouil,MasterProduction,fennel
18,1250,ZBP,Festulolium,MasterProduction,festulolium
18,1252,ZBQ,Fétuque élevée,MasterProduction,fescue
18,1251,ZBR,Fétuque des prés,MasterProduction,fescue
18,1256,ZBS,Fève,MasterProduction,broad_bean
18,1257,ZBT,Fèverole,MasterProduction,winter_field_bean
18,1261,ZBU,Fléole des prés,MasterProduction,crop_production
18,1262,ZBV,Fraisier,MasterProduction,strawberry
18,1263,ZBW,Framboisier,MasterProduction,raspberry
18,1264,ZBY,Fromental,MasterProduction,crop_production
18,1277,ZBZ,Groseiller,MasterProduction,redcurrant
18,1279,ZCA,Haricot,MasterProduction,dried_bean
18,1280,ZCC,Houblon,MasterProduction,hop
18,1281,ZCD,Jachère autre semée,MasterProduction,fallow
18,1282,ZCE,Jachère en crucifères,MasterProduction,fallow
18,1283,ZCF,Jachère en graminées,MasterProduction,fallow
18,1284,ZCG,Jachère en légumineuses et en graminées,MasterProduction,fallow
18,1285,ZCH,Jachère en légumineuses,MasterProduction,fallow
18,1293,ZCJ,Laitue,MasterProduction,lettuce
18,1299,ZCK,Lentille,MasterProduction,fresh_lentil
18,1301,ZCL,Lin,MasterProduction,winter_flax
18,1306,ZCM,Lotier corniculé,MasterProduction,birds_foot_trefoil
18,1308,ZCN,Lupin blanc,MasterProduction,spring_sweet_lupin
18,1310,ZCO,Lupin jaune,MasterProduction,spring_sweet_lupin
18,1309,ZCP,Lupin bleu,MasterProduction,spring_sweet_lupin
18,1311,ZCQ,Luzerne,MasterProduction,alfalfa
18,1312,ZCR,Mâche,MasterProduction,cornsalad
18,1313,ZCS,Maïs,MasterProduction,grain_corn
18,1324,ZCT,Mélange Graminées,MasterProduction,proteaginous_mix
18,1323,ZCU,Mélange Fourrager,MasterProduction,proteaginous_mix
18,1326,ZCV,Mélilot à petites fleurs,MasterProduction,melilot
18,1330,ZCW,Melon,MasterProduction,melon
18,1333,ZCX,Millepertuis,MasterProduction,st_johns_wort
18,1336,ZCY,Minette,MasterProduction,black_medick
18,1338,ZCZ,Moha,MasterProduction,foxtail_millet
18,1340,ZDA,Moutarde blanche,MasterProduction,mustard
18,1341,ZDB,Moutarde brune,MasterProduction,mustard
18,1343,ZDC,Moutarde noire,MasterProduction,mustard
18,1353,ZDD,Navet,MasterProduction,early_turnip
18,1354,ZDE,Navette,MasterProduction,summer_field_mustard
18,1360,ZDF,Oeillette (pavot),MasterProduction,opium_poppy
18,1361,ZDG,Oignon,MasterProduction,onion
18,1365,ZDH,Orge,MasterProduction,spring_barley
18,1384,ZDI,Pâturin des prés,MasterProduction,rough_bluegrass
18,1380,ZDJ,Pâturin commun,MasterProduction,rough_bluegrass
18,1388,ZDK,Persil,MasterProduction,parsley
18,1389,ZDL,Phacélie,MasterProduction,phacelia
18,1402,ZDN,Poireau,MasterProduction,leek
18,1404,ZDO,Pois,MasterProduction,pea
18,1393,ZDR,Piment poivron,MasterProduction,pepper
18,1406,ZDS,Pomme de terre,MasterProduction,potato
18,1507,ZDU,Prairie,MasterProduction,meadow
18,1416,ZDV,Radis,MasterProduction,radish
18,1418,ZDX,Ray-grass anglais,MasterProduction,ryegrass
18,1419,ZDY,Ray-grass hybride,MasterProduction,ryegrass
18,1420,ZDZ,Ray-grass d'Italie,MasterProduction,ryegrass
18,1432,ZEA,Riz,MasterProduction,rice
18,1207,ZEB,Chou navet rutabaga,MasterProduction,rutabaga
18,1437,ZEB,Rutabaga,MasterProduction,rutabaga
18,1438,ZEC,Sainfoin,MasterProduction,sainfoin
18,1441,ZED,Salsifis,MasterProduction,salsify
18,1442,ZEH,Sarrasin,MasterProduction,buckwheat
18,1452,ZEJ,Seigle,MasterProduction,winter_rye
18,1454,ZEK,Serradelle,MasterProduction,birds_foot
18,1455,ZEL,Soja,MasterProduction,soy
18,1459,ZEM,Spergule,MasterProduction,crop_production
18,1462,ZEN,Tabac,MasterProduction,tobacco
18,1467,ZMA,Tomate,MasterProduction,tomato
18,1469,ZMB,Tournesol,MasterProduction,sunflower
18,1482,ZMC,Trèfle violet,MasterProduction,clover
18,1472,ZMD,Trèfle blanc,MasterProduction,clover
18,1478,ZME,Trèfle incarnat,MasterProduction,clover
18,1477,ZMF,Trèfle hybride,MasterProduction,clover
18,1473,ZMG,Trèfle d'Alexandrie,MasterProduction,clover
18,1474,ZMH,Trèfle de Perse,MasterProduction,clover
18,1483,ZMI,Triticale,MasterProduction,winter_triticale
18,1485,ZMJ,Valériane,MasterProduction,valerian
18,1492,ZMK,Vesce commune,MasterProduction,common_vetch
18,1493,ZML,Vesce de Cerdagne,MasterProduction,common_vetch
18,1495,ZMM,Vesce de Pannonie,MasterProduction,common_vetch
18,1498,ZMN,Vesce velue,MasterProduction,common_vetch
18,1499,ZMO,Vigne,MasterProduction,vine
18,1375,ZND,Pastèque,MasterProduction,watermelon
18,1457,ZNE,Sorgho,MasterProduction,sorghum
18,1121,ZNF,Alpiste,MasterProduction,crop_production
18,1334,ZNG,Millet commun,MasterProduction,millet
18,1206,ZNP,Chou chinois,MasterProduction,napa_cabbage
18,1321,ZOC,Mélange chasse,MasterProduction,annual_ryegrass
18,1405,ZOD,Pois chiche,MasterProduction,chickpea
18,1430,ZOE,Rhubarbe,MasterProduction,rhubarb
18,1431,ZOF,Ricin,MasterProduction,castor_bean
18,1508,ZOG,Autres aromatiques et médicinales,MasterProduction,annual_ornamental_plant_and_mapp
18,1509,ZOH,Autres ornementales,MasterProduction,annual_ornamental_plant_and_mapp
18,1510,ZOI,Autre potagères,MasterProduction,annual_vegetable
18,1511,ZOJ,Espèces diverses,MasterProduction,crop_production
20,321,BT,% de Bore (B) Total,,
20,322,CA,% d'Oxyde de Calcium soluble dans l'eau,,
20,323,FT,% de Fer (Fe) Total,,
20,324,GT,% de Manganèse (Mn) Total,,
20,325,KT,% d'Oxyde de Potassium (K2O) total,,
20,326,LT,% deMolybdène (Mo) total,,
20,327,MT,% d'oxyde de magnésium total,,
20,328,NJ,% d'azote (N) nitrique,,
20,329,NL,% d'azote (N) ammoniacal,,
20,330,NM,% d'azote (N) uréique,,
20,331,NT,% d'azote (N) total,,
20,332,OT,% de Cobalt (Co) total,,
20,333,PT,% d'anhydride phosphorique (P2O5) total,,
20,334,SO,% d'oxyde de sodium (Na2O) soluble dans l'eau,,
20,335,ST,% d'anhydride sulfurique (SO3) total,,
20,336,UT,% de cuivre (Cu) total,,
20,337,ZT,% de zinc (Zn) total,,
25,20011,ZMS,Plan de fumure,,
25,20012,ZMT,Plan phyto,,
25,20013,ZMU,Avertissement,,
25,20014,ZMV,Préconisation,,
25,20015,ZMW,Autre conseil,,
25,20016,ZMX,Analyse de sol,,
25,20017,ZMY,Analyse de plantes cultivées,,
25,20018,ZMZ,Adventices,,
25,20019,ZNA,Parasites,,
25,20020,ZNB,Conditions météorologiques,,
25,20021,ZNC,Autres mesures OAD,,
25,20022,ZND,Tour de plaine,,
25,20023,ZNE,Autre observation,,
25,20024,ZRA,Tours d'eau,,
25,20025,ZRB,Bilan hydrique,,
25,20026,ZRC,Bilan fertilisation,,
25,20027,ZRD,Réglementation,,
26,340,ZF7,Récolte,,
26,341,ZF8,Travail du sol,,
26,342,ZF9,Autres travaux agricoles,,
26,343,ZG1,Indicateur de décision,,
26,344,ZG7,Intrant,,
28,1625,H57,Fleur,,
28,1626,H58,Aromatique,,
28,1627,H59,Bois,,
28,1662,H60,bourgeons,,
28,1629,H61,Cuve,,
28,1630,H62,feuilles et fruits,,
28,1631,H63,Fruit,,
28,1632,H64,racines fraîches,,
28,1633,H65,racines séchées,,
28,1634,H66,Table,,
28,1528,H72,Autre,,
28,1636,ZEO,pâturée,,
28,1637,ZEP,fauchée,,
28,1638,ZEQ,pâturée et fauchée,,
28,1640,ZER,fibre,,
28,1639,ZER,Fibre,,
28,22226,ZES,Oléagineux,,
28,1641,ZET,papeterie,,
28,1642,ZEX,textile,,
28,1643,ZLD,Grain(es),,
28,1644,ZLE,Semence / Porte graine,,
28,1645,ZLF,Fourrager/Fourrage,,
28,1646,ZLG,Biscuit,,
28,1647,ZLH,Meunier,,
28,1648,ZLI,Ethanol,,
28,1649,ZLJ,Amidon,,
28,1650,ZLO,Plant (générique),,
28,1651,ZLQ,Frais,,
28,1652,ZLR,Consommation,,
28,1653,ZLS,Transformation,,
28,22224,ZLW,Diester,,
28,1654,ZMP,Potager,,
28,1655,ZMW,Primeur,,
28,1656,ZNA,Destruction (générique),,
28,1657,ZNS,Industrie,,
28,1658,ZPA,Déshydraté,,
28,22225,ZPB,Biomasse,,
28,22222,ZPC,Bio énergie,,
28,22223,ZPD,Chimie verte,,
29,345,ZHI,Résidus enfouis broyés,,
29,346,ZLJ,Résidus exportés,,
29,347,ZLK,Résidus brûlés,,
29,348,ZSD,Résidus enfouis non broyés,,
30,349,ZFA,Printemps,,
30,350,ZFB,Hiver,,
33,20091,ZE8,Amendement organique analysé,,
33,20092,ZE9,Amendement organique non analysé,,
33,20093,ZF1,Amendement calcaire,,
34,19876,AAA12,Caractéristiques techniques du lot de produit récolté,,
34,19877,AAA13,Caractéristiques techniques du produit récolté,,
34,19878,AAA14,Origine de la composition ( Effluent),,
34,19879,AAA21,Parcelle ou zone traitée,,
34,19880,AAA22,Parcelle non traitée,,
34,19881,AAA23,Parcelle labourée,,
34,19882,AAA24,Parcelle non labourée,,
34,19883,AAA25,Bordure de champ,,
34,19884,AAA26,Proximité de haies,,
34,19885,AAA27,Proximité de bandes enherbées,,
34,19886,AAA28,Proximité de jachère,,
34,19887,AAA29,Proximité de cours d'eau,,
34,19888,AAA30,Parcelle témoin,,
34,20113,AAA36,Reliquat sortie Hiver,,
34,20120,AAA37,Caractéristiques techniques de l'intrant,,
34,27570,AAA38,Débit de chantier (temps pour réaliser l'intervention sur 1 ha),,
34,19861,ABG02,Classe Calcaire,,
34,19862,ABG03,Classe de textures,,
34,19863,ABG04,Classe Pierrosité,,
34,19864,ABG12,Irrigable/irriguée,,
34,22291,T35,nombre de mètres linéaires (unité),,
34,22292,T36,nombre de mètres linéaires/ha,,
34,22290,T37,Volume de bouillie (intrant),,
34,19865,TPA,Type d'agriculture pratiquée,,
34,19866,ZD1,Type de sol,,
34,19867,ZD2,Classe Profondeur (profondeur d'apparition du sous-sol?),,
34,19868,ZD3,Classe hydromorphie,,
34,19869,ZD4,Type de sous-sol,,
34,19870,ZD5,Acidité du sol,,
34,19871,ZD6,Drainage,,
34,19872,ZD7,Engagements,,
34,19873,ZEY,Parcelle culturale redécoupée,,
34,19874,ZFA,au moins une analyse physico-chimique réalisée depuis 10 ans,,
34,19875,ZG8,Traitements spéciaux,,
34,20118,ZK9,Objectif de rendement,,
36,420,CMT,Centimètres,Unit,centimeter
36,421,DOS,Dose (intrants),Unit,unity
36,27599,GRA,Grain,Unit,unity
36,422,HAR,Hectares (code AEE),Unit,hectare
36,423,KGM,Kilogramme (intrants),Unit,kilogram
36,27601,KGT,KG/T,Unit,kilogram_per_ton
36,424,LTR,Litre (intrant),Unit,liter
36,27602,LTT,L/T,Unit,liter_per_ton
36,361363,MTQ,Metre cube,Unit,cubic_meter
36,425,MMT,Millimètres (intrants),Unit,millimeter
36,426,NAR,"Unité (grain, plants, capsule, diffuseur) (intrants)",Unit,unity
36,427,PCD,Pourcentage,Unit,percent
36,27600,PLT,Plant,Unit,unity
36,428,TNE,Tonnes,Unit,ton
36,1826,W95,g/l,Unit,gram_per_liter
36,1827,W96,Pourcentage de volume,Unit,percent
36,1828,W97,sans unité,Unit,unity
36,429,ZHL,m3 / ha (que pour l'amendement organique),Unit,cubic_meter_per_hectare
36,430,ZIT,Degrés Celsius,Unit,celsius
36,431,ZKK,Litre / ha,Unit,liter_per_hectare
36,432,ZKL,Kilogramme / ha ,Unit,kilogram_per_hectare
36,433,ZKM ,Dose / ha,Unit,unity_per_hectare
36,434,ZKN ,"Unité / ha (grain, plants, capsules) ",Unit,unity_per_hectare
37,1515,G90,à couper,,
37,1517,G91,à grappes,,
37,1519,G92,à maquereaux,,
37,1520,G93,à mirabelles,,
37,1522,G94,à nectarines ou brugnons,,
37,1523,G95,à pêches,,
37,1525,G96,"à reines-claudes, quetsches",,
37,1526,G97,allongée,,
37,1527,G98,Amsterdam,,
37,1529,G99,batavia,,
37,1530,H01,beef = charnue,,
37,1531,H02,beurre pommée,,
37,1532,H03,bigarreaux,,
37,1534,H04,botte,,
37,1544,H05,cerise / cocktail,,
37,1545,H06,cerises anglaises,,
37,1548,H07,commun,,
37,1551,H08,Daïkon = blanc,,
37,1552,H09,de Cayenne,,
37,1554,H10,demi longue et longues de type jersey,,
37,1555,H11,demi-long à bout blanc,,
37,1556,H12,des teinturiers,,
37,1557,H13,d'Espagne,,
37,1561,H15,fdp x rgi,,
37,1562,H16,fe x rgi,,
37,1571,H17,gazon,,
37,1572,H18,Globuleux vert,,
37,1573,H19,grande,,
37,1574,H20,grasse,,
37,1575,H21,Grenadille,,
37,1576,H22,griottes,,
37,1577,H23,Grise,,
37,1578,H24,grosse,,
37,1579,H25,Guignes,,
37,1580,H26,hybride,,
37,1581,H27,inuline,,
37,1582,H28,japonais,,
37,1583,H29,jaune de Hollande,,
37,1585,H30,le rond rouge,,
37,1587,H31,nantaise,,
37,1592,H32,pavies,,
37,1594,H33,Petit violet,,
37,1595,H34,Poirée = bettes,,
37,1596,H35,Pomme à cidre,,
37,1597,H36,pommes de table,,
37,1599,H37,Porte-Greffe,,
37,1603,H38,pruneaux (prune d'ente),,
37,1607,H39,romaine,,
37,1608,H40,ronde à l'unité,,
37,1609,H41,ronde en grappe,,
37,1616,H43,sommites graines sèches,,
37,1619,H44,types anciens,,
37,1518,H46,à grosses racines,,
37,1547,H47,citrouille pâtisson,,
37,1586,H48,musquée - de Provence - Butternut,,
37,1611,H49,saison,,
37,1606,H50,remontant,,
37,1568,H51,fraisier des bois,,
37,1570,H52,Galia,,
37,1542,H53,cantaloup ou charentais jaunissant à maturité,,
37,1543,H54,cantaloup ou charentais non jaunissant à maturité,,
37,1537,H55,brodé américain,,
37,1558,H56,d'hiver ou sans odeur (type Canari),,
37,1560,H70,enherbement non fourrager,,
37,1591,H71,Oléifère,,
37,1528,H72,Autre,,
37,1617,ZAN,Sucrière,,
37,1610,ZAO,Rouge,,
37,1536,ZAS,Brocoli,,
37,1566,ZBD,Fleur,,
37,1550,ZBH,Cornichon,,
37,1624,ZBL,Witloof =endive,,
37,1601,ZDT,Potiron,,
37,1588,ZEB,Navet rutabaga,,
37,1564,ZER,Fibre,,
37,1590,ZES,Oléagineux,,
37,1538,ZEU,brun,,
37,1623,ZEV,virginie,,
37,1540,ZEW,burley,,
37,1567,ZLF,Fourrager / Fourrage,,
37,1559,ZLL,doux,,
37,1589,ZLM,Noir(e),,
37,1533,ZLN,Blanche,,
37,1563,ZLP,Fécule,,
37,1549,ZLR,Consommation,,
37,1593,ZLT,permanente,,
37,1618,ZLU,temporaire,,
37,1600,ZMP,Potager,,
37,1535,ZMQ,Branches,,
37,1604,ZMR,Rave,,
37,1514,ZMU,6 rangs,,
37,1513,ZMV,2 rangs,,
37,1539,ZNF,Bruxelles,,
37,1620,ZNG,Vert,,
37,1569,ZNH,Frisé,,
37,1613,ZNI,Sec,,
37,1602,ZNJ,Protéagineux,,
37,1541,ZNK,Cabu,,
37,1553,ZNO,de milan,,
37,1546,ZNP,Chinois,,
37,1612,ZNQ,Scarole,,
37,1516,ZNR,à feuilles = sauvage améliorée,,
37,1615,ZNT,sec frais,,
37,1614,ZNU,sec conserve,,
37,1622,ZNV,vert frais,,
37,1621,ZNW,vert conserve,,
37,1598,ZNX,pop-corn,,
37,1584,ZOB,Lavandin,,
41,19821,A17,Surface de la parcelle culturale,,
41,19822,A18,Surface potentiellement épandable Fientes,,
41,19823,A19,Surface irrigable,,
41,19824,A22,Surface cadastrale,,
41,19825,A28,Surface potentiellement épandable Fumier,,
41,19826,A38,Surface potentiellement épandable Lisier,,
41,19827,A39,Surface de la parcelle cadastrale,,
41,19828,A40,Surface administrative de l'îlot,,
41,19834,AAB50,Surface observée,,
41,19835,AAB51,Point d'observation,,
41,19829,ABE00,Surface non épandable,,
41,19830,ABE01,Zone infestée,,
41,19831,ABE02,Surface travaillée,,
41,19832,ABE03,Zone de traitement autorisée,,
41,19833,ABE04,Autre surface,,
41,21154,ABE05,Surface de la parcelle pérenne,,
41,21155,ABE06,Surface potentiellement épandable minérale,,
43,1728,ZFD,Non renseigné,,
43,1729,ZFE,Limon,SoilNature,silt_soil
43,1730,ZFF,Limon argileux,SoilNature,silty_clay_loam_soil
43,1731,ZFG,Argileux,SoilNature,clay_soil
43,1732,ZFH,Argile lourde (sol a plus de 50 % d'argile),SoilNature,clay_soil
43,1733,ZFI,Argilo-limoneux,SoilNature,silty_clay_soil
43,1734,ZFJ,Argilo-calcaire,SoilNature,clay_limestone_soil
43,1735,ZFK,Argile limono-sableuse,SoilNature,sandy_clay_loam_soil
43,1748,ZFL,Argilo-sableux,SoilNature,sandy_clay_soil
43,1736,ZFM,Sable,SoilNature,sand_soil
43,1737,ZFN,Limon sableux,SoilNature,silt_soil
43,1738,ZFO,Limon sablo-argileux,SoilNature,sandy_clay_soil
43,1741,ZFS,Sablo-argileux,SoilNature,sandy_clay_soil
43,1742,ZFT,Sablo-limoneux,SoilNature,sandy_clay_soil
43,1743,ZFU,sables limono-argileux,SoilNature,silty_clay_loam_soil
43,1744,ZFX,Terre de craie,SoilNature,champagne_soil
43,1745,ZFY,Sol organique (y compris tourbe),SoilNature,black_valley_soil
43,1740,ZGF,Limon non battant,SoilNature,silt_soil
43,1746,ZHK,Limon argilo-sableux,SoilNature,sandy_clay_soil
43,1739,ZQE,Limon battant,SoilNature,flap_silt_soil
43,1747,ZRE,Argile sablo-limoneuse,SoilNature,sandy_clay_soil
44,1712,ZFG,Argileux,,
44,1727,ZFL,Argilo-sableux,,
44,1713,ZFM,Sable,,
44,1714,ZFP,Limoneux,,
44,1715,ZFQ,Limono-argileux,,
44,1716,ZFR,Limono-sableux,,
44,1717,ZFS,Sablo-argileux,,
44,1718,ZFV,Argile à silex,,
44,1719,ZFW,Craie,,
44,1720,ZFZ,Calcaire fissuré,,
44,1721,ZGA,Dalle calcaire,,
44,1722,ZGJ,Cailloux,,
44,1723,ZGK,Granit,,
44,1724,ZGL,Argile verte,,
44,1725,ZGM,Marne,,
44,1726,ZHJ,Schistes,,
46,1833,V07,nord,,
46,1834,V08,sud,,
46,1835,V09,est,,
46,1836,V10,ouest,,
46,1837,V11,nord est,,
46,1838,V12,sud est,,
46,1839,V13,nord ouest,,
46,1840,V14,sud ouest,,
46,1841,V15,nord-nord est,,
46,1842,V16,nord-nord ouest,,
46,1843,V17,sud-sud est,,
46,1844,V18,sud-sud ouest,,
46,1845,V19,est -sud est,,
46,1846,V20,est-nord est,,
46,1847,V21,ouest-sud ouest,,
46,1848,V22,ouest-nord ouest,,
46,1849,V23,plane,,
47,1850,V24,nord - sud,,
47,1851,V25,est - ouest,,
47,1852,V26,nord est - sud ouest,,
47,1853,V27,nord ouest - sud est,,
47,1854,V28,sud-sud est/ nord -nord ouest,,
47,1855,V29,sud-sud ouest/ nord- nord est,,
47,1856,V30,est-nord est / ouest-sud ouest,,
47,1857,V31,ouest-nord ouest/est-sud est,,
48,1858,V32,parallèle,,
48,1859,V33,perpendiculaire,,
48,1860,V34,oblique,,
49,1861,V70,"Travail (Labour, désherbage mécanique, ...)",,
49,1862,V71,Désherbage chimique,,
49,1863,V72,Enherbement semé,,
49,1864,V73,Enherbement Naturel Maîtrisé,,
49,1865,V74,"Apport de Mulch (Ecorces, Broyat, …)",,
50,1866,V75,1 rg sur 2,,
50,1867,V76,1 rg sur 3,,
50,1868,V77,2 rgs sur 3,,
50,1869,V78,total,,
