campaign,zone,production_label,specie,production,yield_value,yield_unit
2025,47,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"48,0",quintal_per_hectare
2021,48,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"34,0",quintal_per_hectare
2022,48,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"18,0",quintal_per_hectare
2023,48,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"40,0",quintal_per_hectare
2024,48,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"31,0",quintal_per_hectare
2025,48,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"28,0",quintal_per_hectare
2021,49,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"58,0",quintal_per_hectare
2022,49,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"52,0",quintal_per_hectare
2023,49,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"69,0",quintal_per_hectare
2024,49,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"53,0",quintal_per_hectare
2025,49,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"62,0",quintal_per_hectare
2021,51,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"40,0",quintal_per_hectare
2022,51,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"40,0",quintal_per_hectare
2023,51,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"54,0",quintal_per_hectare
2024,51,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"32,0",quintal_per_hectare
2025,51,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"55,0",quintal_per_hectare
2021,52,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"20,0",quintal_per_hectare
2022,52,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"40,0",quintal_per_hectare
2023,52,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"44,0",quintal_per_hectare
2024,52,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"30,0",quintal_per_hectare
2025,52,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"50,0",quintal_per_hectare
2021,53,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"58,7",quintal_per_hectare
2022,53,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"57,0",quintal_per_hectare
2023,53,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"66,0",quintal_per_hectare
2024,53,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"52,0",quintal_per_hectare
2025,53,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"57,0",quintal_per_hectare
2021,54,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"0,0",quintal_per_hectare
2023,54,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"55,0",quintal_per_hectare
2024,54,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"40,0",quintal_per_hectare
2025,54,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"40,0",quintal_per_hectare
2021,55,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"0,0",quintal_per_hectare
2023,55,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"55,0",quintal_per_hectare
2024,55,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"40,0",quintal_per_hectare
2025,55,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"40,0",quintal_per_hectare
2021,56,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"48,0",quintal_per_hectare
2022,56,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"48,3",quintal_per_hectare
2023,56,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"48,4",quintal_per_hectare
2024,56,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"48,0",quintal_per_hectare
2025,56,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"48,0",quintal_per_hectare
2024,57,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"40,0",quintal_per_hectare
2025,57,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"40,0",quintal_per_hectare
2021,58,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"49,0",quintal_per_hectare
2022,58,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"38,0",quintal_per_hectare
2023,58,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"56,0",quintal_per_hectare
2024,58,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"38,0",quintal_per_hectare
2025,58,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"58,0",quintal_per_hectare
2021,59,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"62,0",quintal_per_hectare
2022,59,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"62,1",quintal_per_hectare
2023,59,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"62,0",quintal_per_hectare
2024,59,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"62,4",quintal_per_hectare
2025,59,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"62,1",quintal_per_hectare
2021,60,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"62,0",quintal_per_hectare
2022,60,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"62,2",quintal_per_hectare
2023,60,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"61,0",quintal_per_hectare
2024,60,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"61,5",quintal_per_hectare
2025,60,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"61,0",quintal_per_hectare
2021,61,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"51,0",quintal_per_hectare
2022,61,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"56,0",quintal_per_hectare
2023,61,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"59,0",quintal_per_hectare
2024,61,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"44,0",quintal_per_hectare
2025,61,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"54,0",quintal_per_hectare
2021,62,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"62,0",quintal_per_hectare
2022,62,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"61,9",quintal_per_hectare
2023,62,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"62,0",quintal_per_hectare
2024,62,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"61,9",quintal_per_hectare
2025,62,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"62,2",quintal_per_hectare
2021,63,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"44,0",quintal_per_hectare
2022,63,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"40,0",quintal_per_hectare
2023,63,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"50,0",quintal_per_hectare
2024,63,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"46,0",quintal_per_hectare
2025,63,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"40,0",quintal_per_hectare
2021,64,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"52,0",quintal_per_hectare
2022,64,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"43,0",quintal_per_hectare
2023,64,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"45,0",quintal_per_hectare
2024,64,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"35,0",quintal_per_hectare
2025,64,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"45,0",quintal_per_hectare
2021,65,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"48,0",quintal_per_hectare
2022,65,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"50,0",quintal_per_hectare
2023,65,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"46,0",quintal_per_hectare
2024,65,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"49,0",quintal_per_hectare
2021,66,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"29,0",quintal_per_hectare
2022,66,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"43,0",quintal_per_hectare
2023,66,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"10,0",quintal_per_hectare
2024,66,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"10,0",quintal_per_hectare
2025,66,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"50,0",quintal_per_hectare
2021,67,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"60,0",quintal_per_hectare
2022,67,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"60,0",quintal_per_hectare
2023,67,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"70,0",quintal_per_hectare
2024,67,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"65,0",quintal_per_hectare
2025,67,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"70,0",quintal_per_hectare
2021,68,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"55,0",quintal_per_hectare
2022,68,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"60,0",quintal_per_hectare
2023,68,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"65,0",quintal_per_hectare
2024,68,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"65,0",quintal_per_hectare
2025,68,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"70,0",quintal_per_hectare
2021,69,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"46,0",quintal_per_hectare
2022,69,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"45,0",quintal_per_hectare
2023,69,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"57,0",quintal_per_hectare
2024,69,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"53,0",quintal_per_hectare
2025,69,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"55,0",quintal_per_hectare
2021,70,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"42,0",quintal_per_hectare
2022,70,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"31,0",quintal_per_hectare
2023,70,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"35,0",quintal_per_hectare
2024,70,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"29,0",quintal_per_hectare
2025,70,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"58,0",quintal_per_hectare
2021,71,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"51,0",quintal_per_hectare
2022,71,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"38,0",quintal_per_hectare
2023,71,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"56,0",quintal_per_hectare
2024,71,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"38,0",quintal_per_hectare
2025,71,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"58,0",quintal_per_hectare
2021,72,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"55,0",quintal_per_hectare
2022,72,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"55,0",quintal_per_hectare
2023,72,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"67,0",quintal_per_hectare
2024,72,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"52,0",quintal_per_hectare
2025,72,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"55,0",quintal_per_hectare
2021,73,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"45,0",quintal_per_hectare
2022,73,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"50,0",quintal_per_hectare
2023,73,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"45,0",quintal_per_hectare
2024,73,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"40,0",quintal_per_hectare
2025,73,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"44,0",quintal_per_hectare
2021,74,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"50,0",quintal_per_hectare
2022,74,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"45,0",quintal_per_hectare
2023,74,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"45,0",quintal_per_hectare
2024,74,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"42,0",quintal_per_hectare
2025,74,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"40,0",quintal_per_hectare
2021,76,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"45,0",quintal_per_hectare
2022,76,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"56,0",quintal_per_hectare
2023,76,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"52,0",quintal_per_hectare
2024,76,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"44,0",quintal_per_hectare
2025,76,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"54,0",quintal_per_hectare
2021,77,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"64,0",quintal_per_hectare
2022,77,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"68,0",quintal_per_hectare
2023,77,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"64,0",quintal_per_hectare
2024,77,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"59,0",quintal_per_hectare
2025,77,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"67,1",quintal_per_hectare
2021,78,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"68,0",quintal_per_hectare
2022,78,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"71,0",quintal_per_hectare
2023,78,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"64,0",quintal_per_hectare
2024,78,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"55,0",quintal_per_hectare
2025,78,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"68,0",quintal_per_hectare
2021,79,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"50,0",quintal_per_hectare
2022,79,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"46,0",quintal_per_hectare
2023,79,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"60,0",quintal_per_hectare
2024,79,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"53,9",quintal_per_hectare
2025,79,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"62,0",quintal_per_hectare
2021,80,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"63,0",quintal_per_hectare
2022,80,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"62,8",quintal_per_hectare
2023,80,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"62,0",quintal_per_hectare
2024,80,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"62,6",quintal_per_hectare
2025,80,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"61,8",quintal_per_hectare
2021,81,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"48,0",quintal_per_hectare
2022,81,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"45,0",quintal_per_hectare
2023,81,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"50,0",quintal_per_hectare
2024,81,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"48,0",quintal_per_hectare
2025,81,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"51,0",quintal_per_hectare
2021,82,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"47,0",quintal_per_hectare
2022,82,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"44,0",quintal_per_hectare
2023,82,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"53,0",quintal_per_hectare
2024,82,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"46,0",quintal_per_hectare
2025,82,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"50,0",quintal_per_hectare
2021,83,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"41,8",quintal_per_hectare
2022,83,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"28,9",quintal_per_hectare
2023,83,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"28,6",quintal_per_hectare
2024,83,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"43,1",quintal_per_hectare
2025,83,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"43,0",quintal_per_hectare
2021,84,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"48,0",quintal_per_hectare
2022,84,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"33,0",quintal_per_hectare
2023,84,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"30,3",quintal_per_hectare
2024,84,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"43,2",quintal_per_hectare
2025,84,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"45,0",quintal_per_hectare
2021,85,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"64,0",quintal_per_hectare
2022,85,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"67,6",quintal_per_hectare
2023,85,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"73,0",quintal_per_hectare
2024,85,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"57,0",quintal_per_hectare
2025,85,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"74,0",quintal_per_hectare
2021,86,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"53,0",quintal_per_hectare
2022,86,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"53,0",quintal_per_hectare
2023,86,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"62,0",quintal_per_hectare
2024,86,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"52,0",quintal_per_hectare
2025,86,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"62,0",quintal_per_hectare
2021,87,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"40,0",quintal_per_hectare
2022,87,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"40,0",quintal_per_hectare
2023,87,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"54,0",quintal_per_hectare
2024,87,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"28,0",quintal_per_hectare
2025,87,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"20,0",quintal_per_hectare
2024,88,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"40,0",quintal_per_hectare
2025,88,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"40,0",quintal_per_hectare
2021,89,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"48,0",quintal_per_hectare
2022,89,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"38,0",quintal_per_hectare
2023,89,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"56,0",quintal_per_hectare
2024,89,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"38,0",quintal_per_hectare
2025,89,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"58,0",quintal_per_hectare
2021,90,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"34,0",quintal_per_hectare
2022,90,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"31,0",quintal_per_hectare
2021,91,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"70,0",quintal_per_hectare
2022,91,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"74,0",quintal_per_hectare
2023,91,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"70,0",quintal_per_hectare
2024,91,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"60,0",quintal_per_hectare
2025,91,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"74,4",quintal_per_hectare
2021,95,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"65,0",quintal_per_hectare
2022,95,Blé dur d'hiver,triticum_durum,winter_hard_wheat,"70,0",quintal_per_hectare
2021,01,Colza d'hiver,brassica_napus_napus,winter_rape,"32,0",quintal_per_hectare
2022,01,Colza d'hiver,brassica_napus_napus,winter_rape,"34,0",quintal_per_hectare
2023,01,Colza d'hiver,brassica_napus_napus,winter_rape,"32,5",quintal_per_hectare
2024,01,Colza d'hiver,brassica_napus_napus,winter_rape,"28,5",quintal_per_hectare
2025,01,Colza d'hiver,brassica_napus_napus,winter_rape,"40,0",quintal_per_hectare
2021,02,Colza d'hiver,brassica_napus_napus,winter_rape,"32,0",quintal_per_hectare
2022,02,Colza d'hiver,brassica_napus_napus,winter_rape,"44,0",quintal_per_hectare
2023,02,Colza d'hiver,brassica_napus_napus,winter_rape,"36,0",quintal_per_hectare
2024,02,Colza d'hiver,brassica_napus_napus,winter_rape,"32,0",quintal_per_hectare
2025,02,Colza d'hiver,brassica_napus_napus,winter_rape,"44,0",quintal_per_hectare
2021,03,Colza d'hiver,brassica_napus_napus,winter_rape,"29,0",quintal_per_hectare
2022,03,Colza d'hiver,brassica_napus_napus,winter_rape,"26,0",quintal_per_hectare
2023,03,Colza d'hiver,brassica_napus_napus,winter_rape,"29,0",quintal_per_hectare
2024,03,Colza d'hiver,brassica_napus_napus,winter_rape,"27,5",quintal_per_hectare
2025,03,Colza d'hiver,brassica_napus_napus,winter_rape,"25,0",quintal_per_hectare
2021,04,Colza d'hiver,brassica_napus_napus,winter_rape,"25,1",quintal_per_hectare
2022,04,Colza d'hiver,brassica_napus_napus,winter_rape,"18,5",quintal_per_hectare
2023,04,Colza d'hiver,brassica_napus_napus,winter_rape,"19,9",quintal_per_hectare
2024,04,Colza d'hiver,brassica_napus_napus,winter_rape,"26,3",quintal_per_hectare
2025,04,Colza d'hiver,brassica_napus_napus,winter_rape,"27,0",quintal_per_hectare
2021,05,Colza d'hiver,brassica_napus_napus,winter_rape,"18,0",quintal_per_hectare
2022,05,Colza d'hiver,brassica_napus_napus,winter_rape,"14,5",quintal_per_hectare
2023,05,Colza d'hiver,brassica_napus_napus,winter_rape,"25,0",quintal_per_hectare
2024,05,Colza d'hiver,brassica_napus_napus,winter_rape,"24,2",quintal_per_hectare
2025,05,Colza d'hiver,brassica_napus_napus,winter_rape,"24,3",quintal_per_hectare
2021,07,Colza d'hiver,brassica_napus_napus,winter_rape,"22,0",quintal_per_hectare
2022,07,Colza d'hiver,brassica_napus_napus,winter_rape,"20,0",quintal_per_hectare
2023,07,Colza d'hiver,brassica_napus_napus,winter_rape,"25,0",quintal_per_hectare
2024,07,Colza d'hiver,brassica_napus_napus,winter_rape,"23,0",quintal_per_hectare
2025,07,Colza d'hiver,brassica_napus_napus,winter_rape,"25,0",quintal_per_hectare
2021,08,Colza d'hiver,brassica_napus_napus,winter_rape,"27,0",quintal_per_hectare
2022,08,Colza d'hiver,brassica_napus_napus,winter_rape,"42,0",quintal_per_hectare
2023,08,Colza d'hiver,brassica_napus_napus,winter_rape,"31,0",quintal_per_hectare
2024,08,Colza d'hiver,brassica_napus_napus,winter_rape,"30,0",quintal_per_hectare
2025,08,Colza d'hiver,brassica_napus_napus,winter_rape,"39,0",quintal_per_hectare
2021,09,Colza d'hiver,brassica_napus_napus,winter_rape,"27,0",quintal_per_hectare
2022,09,Colza d'hiver,brassica_napus_napus,winter_rape,"25,0",quintal_per_hectare
2023,09,Colza d'hiver,brassica_napus_napus,winter_rape,"23,0",quintal_per_hectare
2024,09,Colza d'hiver,brassica_napus_napus,winter_rape,"30,0",quintal_per_hectare
2025,09,Colza d'hiver,brassica_napus_napus,winter_rape,"28,0",quintal_per_hectare
2021,10,Colza d'hiver,brassica_napus_napus,winter_rape,"30,0",quintal_per_hectare
2022,10,Colza d'hiver,brassica_napus_napus,winter_rape,"41,5",quintal_per_hectare
2023,10,Colza d'hiver,brassica_napus_napus,winter_rape,"33,0",quintal_per_hectare
2024,10,Colza d'hiver,brassica_napus_napus,winter_rape,"31,0",quintal_per_hectare
2025,10,Colza d'hiver,brassica_napus_napus,winter_rape,"37,0",quintal_per_hectare
2021,11,Colza d'hiver,brassica_napus_napus,winter_rape,"33,0",quintal_per_hectare
2022,11,Colza d'hiver,brassica_napus_napus,winter_rape,"29,0",quintal_per_hectare
2023,11,Colza d'hiver,brassica_napus_napus,winter_rape,"28,0",quintal_per_hectare
2024,11,Colza d'hiver,brassica_napus_napus,winter_rape,"25,0",quintal_per_hectare
2025,11,Colza d'hiver,brassica_napus_napus,winter_rape,"28,0",quintal_per_hectare
2021,12,Colza d'hiver,brassica_napus_napus,winter_rape,"23,0",quintal_per_hectare
2022,12,Colza d'hiver,brassica_napus_napus,winter_rape,"29,0",quintal_per_hectare
2023,12,Colza d'hiver,brassica_napus_napus,winter_rape,"32,0",quintal_per_hectare
2024,12,Colza d'hiver,brassica_napus_napus,winter_rape,"32,0",quintal_per_hectare
2025,12,Colza d'hiver,brassica_napus_napus,winter_rape,"32,0",quintal_per_hectare
2021,13,Colza d'hiver,brassica_napus_napus,winter_rape,"25,3",quintal_per_hectare
2022,13,Colza d'hiver,brassica_napus_napus,winter_rape,"22,1",quintal_per_hectare
2023,13,Colza d'hiver,brassica_napus_napus,winter_rape,"20,1",quintal_per_hectare
2024,13,Colza d'hiver,brassica_napus_napus,winter_rape,"23,8",quintal_per_hectare
2025,13,Colza d'hiver,brassica_napus_napus,winter_rape,"20,4",quintal_per_hectare
2021,14,Colza d'hiver,brassica_napus_napus,winter_rape,"39,0",quintal_per_hectare
2022,14,Colza d'hiver,brassica_napus_napus,winter_rape,"42,0",quintal_per_hectare
2023,14,Colza d'hiver,brassica_napus_napus,winter_rape,"35,0",quintal_per_hectare
2024,14,Colza d'hiver,brassica_napus_napus,winter_rape,"35,0",quintal_per_hectare
2025,14,Colza d'hiver,brassica_napus_napus,winter_rape,"41,0",quintal_per_hectare
2021,15,Colza d'hiver,brassica_napus_napus,winter_rape,"25,0",quintal_per_hectare
2022,15,Colza d'hiver,brassica_napus_napus,winter_rape,"24,0",quintal_per_hectare
2023,15,Colza d'hiver,brassica_napus_napus,winter_rape,"24,0",quintal_per_hectare
2024,15,Colza d'hiver,brassica_napus_napus,winter_rape,"25,0",quintal_per_hectare
2025,15,Colza d'hiver,brassica_napus_napus,winter_rape,"24,0",quintal_per_hectare
2021,16,Colza d'hiver,brassica_napus_napus,winter_rape,"39,0",quintal_per_hectare
2022,16,Colza d'hiver,brassica_napus_napus,winter_rape,"29,0",quintal_per_hectare
2023,16,Colza d'hiver,brassica_napus_napus,winter_rape,"28,0",quintal_per_hectare
2024,16,Colza d'hiver,brassica_napus_napus,winter_rape,"30,0",quintal_per_hectare
2025,16,Colza d'hiver,brassica_napus_napus,winter_rape,"35,0",quintal_per_hectare
2021,17,Colza d'hiver,brassica_napus_napus,winter_rape,"39,0",quintal_per_hectare
2022,17,Colza d'hiver,brassica_napus_napus,winter_rape,"29,0",quintal_per_hectare
2023,17,Colza d'hiver,brassica_napus_napus,winter_rape,"30,0",quintal_per_hectare
2024,17,Colza d'hiver,brassica_napus_napus,winter_rape,"29,0",quintal_per_hectare
2025,17,Colza d'hiver,brassica_napus_napus,winter_rape,"37,0",quintal_per_hectare
2021,18,Colza d'hiver,brassica_napus_napus,winter_rape,"32,0",quintal_per_hectare
2022,18,Colza d'hiver,brassica_napus_napus,winter_rape,"31,0",quintal_per_hectare
2023,18,Colza d'hiver,brassica_napus_napus,winter_rape,"27,0",quintal_per_hectare
2024,18,Colza d'hiver,brassica_napus_napus,winter_rape,"22,0",quintal_per_hectare
2025,18,Colza d'hiver,brassica_napus_napus,winter_rape,"29,0",quintal_per_hectare
2021,19,Colza d'hiver,brassica_napus_napus,winter_rape,"30,0",quintal_per_hectare
2022,19,Colza d'hiver,brassica_napus_napus,winter_rape,"28,0",quintal_per_hectare
2023,19,Colza d'hiver,brassica_napus_napus,winter_rape,"35,0",quintal_per_hectare
2024,19,Colza d'hiver,brassica_napus_napus,winter_rape,"23,0",quintal_per_hectare
2025,19,Colza d'hiver,brassica_napus_napus,winter_rape,"30,0",quintal_per_hectare
2021,21,Colza d'hiver,brassica_napus_napus,winter_rape,"30,0",quintal_per_hectare
2022,21,Colza d'hiver,brassica_napus_napus,winter_rape,"35,0",quintal_per_hectare
2023,21,Colza d'hiver,brassica_napus_napus,winter_rape,"31,0",quintal_per_hectare
2024,21,Colza d'hiver,brassica_napus_napus,winter_rape,"32,0",quintal_per_hectare
2025,21,Colza d'hiver,brassica_napus_napus,winter_rape,"36,0",quintal_per_hectare
2021,22,Colza d'hiver,brassica_napus_napus,winter_rape,"34,0",quintal_per_hectare
