department,production_label,specie,production,2021,2022,2023,2024,yield_unit
09,Colza d'hiver,brassica_napus_napus,winter_rape,"27,0","25,0","23,0","30,0",quintal_per_hectare
11,Colza d'hiver,brassica_napus_napus,winter_rape,"33,0","29,0","28,0","25,0",quintal_per_hectare
12,Colza d'hiver,brassica_napus_napus,winter_rape,"23,0","29,0","32,0","32,0",quintal_per_hectare
30,Colza d'hiver,brassica_napus_napus,winter_rape,"28,0","25,0","25,0","27,0",quintal_per_hectare
31,Colza d'hiver,brassica_napus_napus,winter_rape,"25,2","29,0","28,0","27,0",quintal_per_hectare
32,Colza d'hiver,brassica_napus_napus,winter_rape,"23,0","25,0","32,0","29,0",quintal_per_hectare
34,Colza d'hiver,brassica_napus_napus,winter_rape,"20,0","20,0","19,0","24,0",quintal_per_hectare
46,Colza d'hiver,brassica_napus_napus,winter_rape,"22,0","22,0","23,0","23,0",quintal_per_hectare
48,Colza d'hiver,brassica_napus_napus,winter_rape,"20,0","12,0","24,0","18,0",quintal_per_hectare
65,Colza d'hiver,brassica_napus_napus,winter_rape,"35,0","23,0","30,0","32,0",quintal_per_hectare
66,Colza d'hiver,brassica_napus_napus,winter_rape,"20,0","0,0","15,0","17,0",quintal_per_hectare
81,Colza d'hiver,brassica_napus_napus,winter_rape,"25,0","25,0","27,0","29,0",quintal_per_hectare
82,Colza d'hiver,brassica_napus_napus,winter_rape,"30,0","26,0","22,0","27,0",quintal_per_hectare
01,Colza d'hiver,brassica_napus_napus,winter_rape,"32,0","34,0","32,5","28,5",quintal_per_hectare
03,Colza d'hiver,brassica_napus_napus,winter_rape,"29,0","26,0","29,0","27,0",quintal_per_hectare
07,Colza d'hiver,brassica_napus_napus,winter_rape,"22,0","20,0","25,0","23,0",quintal_per_hectare
15,Colza d'hiver,brassica_napus_napus,winter_rape,"25,0","24,0","24,0","25,0",quintal_per_hectare
26,Colza d'hiver,brassica_napus_napus,winter_rape,"29,0","24,0","27,0","23,0",quintal_per_hectare
38,Colza d'hiver,brassica_napus_napus,winter_rape,"35,5","34,5","34,5","33,0",quintal_per_hectare
42,Colza d'hiver,brassica_napus_napus,winter_rape,"30,0","22,0","28,5","33,0",quintal_per_hectare
43,Colza d'hiver,brassica_napus_napus,winter_rape,"18,0","16,0","26,0","28,0",quintal_per_hectare
63,Colza d'hiver,brassica_napus_napus,winter_rape,"29,0","30,0","28,0","33,0",quintal_per_hectare
69,Colza d'hiver,brassica_napus_napus,winter_rape,"34,0","30,0","34,5","31,0",quintal_per_hectare
73,Colza d'hiver,brassica_napus_napus,winter_rape,"35,0","36,0","30,0","33,0",quintal_per_hectare
74,Colza d'hiver,brassica_napus_napus,winter_rape,"35,0","35,0","33,0","34,0",quintal_per_hectare
04,Colza d'hiver,brassica_napus_napus,winter_rape,"25,1","18,5","19,9","26,3",quintal_per_hectare
05,Colza d'hiver,brassica_napus_napus,winter_rape,"18,0","14,5","25,0","24,2",quintal_per_hectare
13,Colza d'hiver,brassica_napus_napus,winter_rape,"25,3","22,1","20,1","23,8",quintal_per_hectare
83,Colza d'hiver,brassica_napus_napus,winter_rape,"21,4","16,4","16,4","20,9",quintal_per_hectare
84,Colza d'hiver,brassica_napus_napus,winter_rape,"20,0","21,7","20,5","25,0",quintal_per_hectare
77,Avoine d'hiver,avena_sativa,winter_oat,"57,0","59,0","57,0","43,4",quintal_per_hectare
78,Avoine d'hiver,avena_sativa,winter_oat,"58,0","59,0","57,0","59,9",quintal_per_hectare
91,Avoine d'hiver,avena_sativa,winter_oat,"55,0","58,0","57,8","46,9",quintal_per_hectare
95,Avoine d'hiver,avena_sativa,winter_oat,"62,0","63,0","60,1","60,4",quintal_per_hectare
18,Avoine d'hiver,avena_sativa,winter_oat,"47,0","39,0","46,0","40,0",quintal_per_hectare
28,Avoine d'hiver,avena_sativa,winter_oat,"58,0","51,0","54,0","50,0",quintal_per_hectare
36,Avoine d'hiver,avena_sativa,winter_oat,"46,0","38,0","47,0","42,0",quintal_per_hectare
37,Avoine d'hiver,avena_sativa,winter_oat,"46,0","45,0","49,0","42,0",quintal_per_hectare
41,Avoine d'hiver,avena_sativa,winter_oat,"46,0","44,0","49,0","45,0",quintal_per_hectare
45,Avoine d'hiver,avena_sativa,winter_oat,"44,0","42,0","48,0","44,0",quintal_per_hectare
21,Avoine d'hiver,avena_sativa,winter_oat,"39,0","32,0","30,0","38,0",quintal_per_hectare
25,Avoine d'hiver,avena_sativa,winter_oat,"41,0","35,0","43,0","33,0",quintal_per_hectare
39,Avoine d'hiver,avena_sativa,winter_oat,"39,0","34,0","33,0","0,0",quintal_per_hectare
58,Avoine d'hiver,avena_sativa,winter_oat,"45,0","40,0","38,0","34,0",quintal_per_hectare
70,Avoine d'hiver,avena_sativa,winter_oat,"31,0","34,0","44,0","27,0",quintal_per_hectare
71,Avoine d'hiver,avena_sativa,winter_oat,"36,0","39,0","45,0","34,0",quintal_per_hectare
89,Avoine d'hiver,avena_sativa,winter_oat,"37,0","29,0","34,0","34,0",quintal_per_hectare
14,Avoine d'hiver,avena_sativa,winter_oat,"58,0","54,0","60,0","55,0",quintal_per_hectare
27,Avoine d'hiver,avena_sativa,winter_oat,"55,0","51,0","55,0","47,0",quintal_per_hectare
50,Avoine d'hiver,avena_sativa,winter_oat,"48,0","41,0","42,0","38,0",quintal_per_hectare
61,Avoine d'hiver,avena_sativa,winter_oat,"55,0","51,0","56,0","47,0",quintal_per_hectare
76,Avoine d'hiver,avena_sativa,winter_oat,"66,0","61,0","62,0","56,0",quintal_per_hectare
02,Avoine d'hiver,avena_sativa,winter_oat,"60,0","60,1","61,0","60,4",quintal_per_hectare
59,Avoine d'hiver,avena_sativa,winter_oat,"59,0","59,0","58,5","58,8",quintal_per_hectare
60,Avoine d'hiver,avena_sativa,winter_oat,"60,0","59,9","59,9","59,8",quintal_per_hectare
62,Avoine d'hiver,avena_sativa,winter_oat,"63,0","64,0","63,0","63,3",quintal_per_hectare
80,Avoine d'hiver,avena_sativa,winter_oat,"60,0","60,9","62,1","61,4",quintal_per_hectare
08,Avoine d'hiver,avena_sativa,winter_oat,"50,0","48,0","52,0","48,0",quintal_per_hectare
10,Avoine d'hiver,avena_sativa,winter_oat,"44,0","38,0","50,0","40,0",quintal_per_hectare
51,Avoine d'hiver,avena_sativa,winter_oat,"50,0","44,0","52,0","47,0",quintal_per_hectare
52,Avoine d'hiver,avena_sativa,winter_oat,"39,0","34,0","42,0","37,0",quintal_per_hectare
54,Avoine d'hiver,avena_sativa,winter_oat,"41,0","30,0","40,0","37,0",quintal_per_hectare
55,Avoine d'hiver,avena_sativa,winter_oat,"39,0","34,0","41,0","36,0",quintal_per_hectare
57,Avoine d'hiver,avena_sativa,winter_oat,"40,0","30,0","37,0","34,0",quintal_per_hectare
67,Avoine d'hiver,avena_sativa,winter_oat,"43,0","42,0","46,0","43,0",quintal_per_hectare
68,Avoine d'hiver,avena_sativa,winter_oat,"42,0","41,0","46,0","43,0",quintal_per_hectare
88,Avoine d'hiver,avena_sativa,winter_oat,"36,0","32,0","37,0","35,0",quintal_per_hectare
44,Avoine d'hiver,avena_sativa,winter_oat,"60,0","57,7","56,0","35,0",quintal_per_hectare
49,Avoine d'hiver,avena_sativa,winter_oat,"61,0","46,6","61,0","37,0",quintal_per_hectare
53,Avoine d'hiver,avena_sativa,winter_oat,"62,0","56,6","67,0","36,0",quintal_per_hectare
72,Avoine d'hiver,avena_sativa,winter_oat,"66,0","55,0","67,0","48,0",quintal_per_hectare
85,Avoine d'hiver,avena_sativa,winter_oat,"60,0","52,0","57,0","40,0",quintal_per_hectare
22,Avoine d'hiver,avena_sativa,winter_oat,"59,7","57,0","52,3","50,6",quintal_per_hectare
29,Avoine d'hiver,avena_sativa,winter_oat,"53,0","42,3","42,9","43,2",quintal_per_hectare
35,Avoine d'hiver,avena_sativa,winter_oat,"44,0","39,9","47,0","43,1",quintal_per_hectare
56,Avoine d'hiver,avena_sativa,winter_oat,"45,9","50,0","51,7","43,9",quintal_per_hectare
16,Avoine d'hiver,avena_sativa,winter_oat,"39,0","35,0","39,0","34,0",quintal_per_hectare
17,Avoine d'hiver,avena_sativa,winter_oat,"44,0","37,0","41,0","33,0",quintal_per_hectare
19,Avoine d'hiver,avena_sativa,winter_oat,"25,0","31,0","36,0","30,0",quintal_per_hectare
23,Avoine d'hiver,avena_sativa,winter_oat,"48,0","33,0","36,0","25,0",quintal_per_hectare
24,Avoine d'hiver,avena_sativa,winter_oat,"41,0","37,0","41,0","33,0",quintal_per_hectare
33,Avoine d'hiver,avena_sativa,winter_oat,"40,0","38,0","43,0","25,0",quintal_per_hectare
40,Avoine d'hiver,avena_sativa,winter_oat,"40,0","37,0","43,0","31,0",quintal_per_hectare
47,Avoine d'hiver,avena_sativa,winter_oat,"31,0","28,0","35,0","25,0",quintal_per_hectare
64,Avoine d'hiver,avena_sativa,winter_oat,"32,0","26,0","35,0","25,0",quintal_per_hectare
79,Avoine d'hiver,avena_sativa,winter_oat,"38,0","37,0","38,0","30,0",quintal_per_hectare
86,Avoine d'hiver,avena_sativa,winter_oat,"37,0","31,0","36,0","30,0",quintal_per_hectare
87,Avoine d'hiver,avena_sativa,winter_oat,"40,0","32,0","40,0","30,0",quintal_per_hectare
09,Avoine d'hiver,avena_sativa,winter_oat,"32,0","28,0","29,0","29,0",quintal_per_hectare
11,Avoine d'hiver,avena_sativa,winter_oat,"41,0","35,0","37,0","37,0",quintal_per_hectare
12,Avoine d'hiver,avena_sativa,winter_oat,"28,0","22,0","24,0","34,0",quintal_per_hectare
30,Avoine d'hiver,avena_sativa,winter_oat,"24,0","20,0","23,0","25,0",quintal_per_hectare
31,Avoine d'hiver,avena_sativa,winter_oat,"29,0","28,0","28,0","25,0",quintal_per_hectare
32,Avoine d'hiver,avena_sativa,winter_oat,"34,0","30,0","37,0","32,0",quintal_per_hectare
34,Avoine d'hiver,avena_sativa,winter_oat,"25,0","20,0","20,0","30,0",quintal_per_hectare
46,Avoine d'hiver,avena_sativa,winter_oat,"28,4","25,0","27,0","26,0",quintal_per_hectare
48,Avoine d'hiver,avena_sativa,winter_oat,"24,0","18,0","25,0","24,0",quintal_per_hectare
65,Avoine d'hiver,avena_sativa,winter_oat,"33,0","28,0","32,0","32,0",quintal_per_hectare
66,Avoine d'hiver,avena_sativa,winter_oat,"28,0","23,0","16,0","15,0",quintal_per_hectare
81,Avoine d'hiver,avena_sativa,winter_oat,"36,0","32,0","33,0","29,0",quintal_per_hectare
82,Avoine d'hiver,avena_sativa,winter_oat,"36,0","31,0","33,0","34,0",quintal_per_hectare
01,Avoine d'hiver,avena_sativa,winter_oat,"39,0","43,0","42,0","30,0",quintal_per_hectare
03,Avoine d'hiver,avena_sativa,winter_oat,"44,0","32,0","35,0","36,0",quintal_per_hectare
07,Avoine d'hiver,avena_sativa,winter_oat,"25,0","28,0","20,0","22,0",quintal_per_hectare
15,Avoine d'hiver,avena_sativa,winter_oat,"35,0","30,0","34,0","30,0",quintal_per_hectare
26,Avoine d'hiver,avena_sativa,winter_oat,"41,0","29,0","30,0","33,0",quintal_per_hectare
38,Avoine d'hiver,avena_sativa,winter_oat,"32,0","28,0","31,0","31,0",quintal_per_hectare
42,Avoine d'hiver,avena_sativa,winter_oat,"30,0","25,0","36,0","40,0",quintal_per_hectare
43,Avoine d'hiver,avena_sativa,winter_oat,"28,0","20,0","29,0","22,0",quintal_per_hectare
63,Avoine d'hiver,avena_sativa,winter_oat,"41,0","30,0","38,0","30,0",quintal_per_hectare
69,Avoine d'hiver,avena_sativa,winter_oat,"38,0","28,0","41,0","38,0",quintal_per_hectare
73,Avoine d'hiver,avena_sativa,winter_oat,"40,0","37,0","41,0","38,0",quintal_per_hectare
74,Avoine d'hiver,avena_sativa,winter_oat,"30,0","30,0","30,0","27,0",quintal_per_hectare
04,Avoine d'hiver,avena_sativa,winter_oat,"25,0","20,0","25,0","40,0",quintal_per_hectare
05,Avoine d'hiver,avena_sativa,winter_oat,"25,0","25,0","25,0","35,0",quintal_per_hectare
06,Avoine d'hiver,avena_sativa,winter_oat,"25,0","0,0","0,0","0,0",quintal_per_hectare
13,Avoine d'hiver,avena_sativa,winter_oat,"25,0","20,0","20,0","25,0",quintal_per_hectare
83,Avoine d'hiver,avena_sativa,winter_oat,"25,0","20,0","20,0","27,0",quintal_per_hectare
84,Avoine d'hiver,avena_sativa,winter_oat,"25,0","20,0","25,0","24,0",quintal_per_hectare
2A,Avoine d'hiver,avena_sativa,winter_oat,"30,0","30,0","20,0","25,0",quintal_per_hectare
2B,Avoine d'hiver,avena_sativa,winter_oat,"30,0","30,0","20,0","25,0",quintal_per_hectare
77,Maïs grain,zea_mays,grain_corn,"109,6","86,5","109,0","103,0",quintal_per_hectare
78,Maïs grain,zea_mays,grain_corn,"100,4","71,7","102,4","100,0",quintal_per_hectare
91,Maïs grain,zea_mays,grain_corn,"105,0","87,9","97,5","100,0",quintal_per_hectare
93,Maïs grain,zea_mays,grain_corn,"105,0","71,0","109,0","99,6",quintal_per_hectare
94,Maïs grain,zea_mays,grain_corn,"104,0","85,0","97,3","96,2",quintal_per_hectare
95,Maïs grain,zea_mays,grain_corn,"105,0","71,0","108,6","99,8",quintal_per_hectare
18,Maïs grain,zea_mays,grain_corn,"98,6","78,3","96,1","88,1",quintal_per_hectare
28,Maïs grain,zea_mays,grain_corn,"112,9","115,5","119,4","118,6",quintal_per_hectare
36,Maïs grain,zea_mays,grain_corn,"95,0","74,9","84,4","67,1",quintal_per_hectare
37,Maïs grain,zea_mays,grain_corn,"96,5","61,1","84,5","80,4",quintal_per_hectare
41,Maïs grain,zea_mays,grain_corn,"110,8","89,4","105,7","104,6",quintal_per_hectare
45,Maïs grain,zea_mays,grain_corn,"107,5","95,7","112,3","109,7",quintal_per_hectare
21,Maïs grain,zea_mays,grain_corn,"100,4","71,3","93,5","100,9",quintal_per_hectare
25,Maïs grain,zea_mays,grain_corn,"90,1","69,2","97,2","87,3",quintal_per_hectare
39,Maïs grain,zea_mays,grain_corn,"103,5","74,7","109,7","91,0",quintal_per_hectare
58,Maïs grain,zea_mays,grain_corn,"102,1","82,9","102,7","78,4",quintal_per_hectare
70,Maïs grain,zea_mays,grain_corn,"93,1","62,2","87,3","79,3",quintal_per_hectare
71,Maïs grain,zea_mays,grain_corn,"98,4","74,8","102,5","99,3",quintal_per_hectare
89,Maïs grain,zea_mays,grain_corn,"90,2","77,3","96,2","75,4",quintal_per_hectare
90,Maïs grain,zea_mays,grain_corn,"93,0","62,0","87,0","105,0",quintal_per_hectare
14,Maïs grain,zea_mays,grain_corn,"94,5","65,1","100,0","86,1",quintal_per_hectare
27,Maïs grain,zea_mays,grain_corn,"90,9","67,2","95,3","88,1",quintal_per_hectare
50,Maïs grain,zea_mays,grain_corn,"99,0","77,0","100,0","86,0",quintal_per_hectare
61,Maïs grain,zea_mays,grain_corn,"93,0","65,4","90,1","80,2",quintal_per_hectare
76,Maïs grain,zea_mays,grain_corn,"78,0","75,0","100,0","79,0",quintal_per_hectare
02,Maïs grain,zea_mays,grain_corn,"94,4","71,4","100,0","84,0",quintal_per_hectare
59,Maïs grain,zea_mays,grain_corn,"107,3","85,0","105,0","102,8",quintal_per_hectare
60,Maïs grain,zea_mays,grain_corn,"100,1","70,6","104,9","88,8",quintal_per_hectare
62,Maïs grain,zea_mays,grain_corn,"104,6","85,0","105,0","93,8",quintal_per_hectare
80,Maïs grain,zea_mays,grain_corn,"105,0","76,6","100,0","88,9",quintal_per_hectare
08,Maïs grain,zea_mays,grain_corn,"100,0","80,0","80,0","95,0",quintal_per_hectare
10,Maïs grain,zea_mays,grain_corn,"99,2","67,2","87,7","97,4",quintal_per_hectare
51,Maïs grain,zea_mays,grain_corn,"99,7","75,6","89,8","99,8",quintal_per_hectare
52,Maïs grain,zea_mays,grain_corn,"93,4","56,8","76,8","78,8",quintal_per_hectare
54,Maïs grain,zea_mays,grain_corn,"90,0","44,9","60,0","80,0",quintal_per_hectare
55,Maïs grain,zea_mays,grain_corn,"92,0","60,6","84,0","85,2",quintal_per_hectare
57,Maïs grain,zea_mays,grain_corn,"90,0","44,4","80,0","85,0",quintal_per_hectare
67,Maïs grain,zea_mays,grain_corn,"113,5","98,4","105,7","121,5",quintal_per_hectare
68,Maïs grain,zea_mays,grain_corn,"120,9","118,3","123,7","130,9",quintal_per_hectare
88,Maïs grain,zea_mays,grain_corn,"80,0","24,5","60,0","80,0",quintal_per_hectare
44,Maïs grain,zea_mays,grain_corn,"93,8","55,9","90,9","88,1",quintal_per_hectare
49,Maïs grain,zea_mays,grain_corn,"97,8","66,2","94,3","94,3",quintal_per_hectare
53,Maïs grain,zea_mays,grain_corn,"96,0","67,0","97,9","90,4",quintal_per_hectare
72,Maïs grain,zea_mays,grain_corn,"98,7","71,9","108,0","90,0",quintal_per_hectare
85,Maïs grain,zea_mays,grain_corn,"105,8","64,7","98,7","100,4",quintal_per_hectare
22,Maïs grain,zea_mays,grain_corn,"87,6","79,0","94,0","94,4",quintal_per_hectare
29,Maïs grain,zea_mays,grain_corn,"91,8","84,0","94,1","93,1",quintal_per_hectare
35,Maïs grain,zea_mays,grain_corn,"100,6","74,4","97,7","91,4",quintal_per_hectare
56,Maïs grain,zea_mays,grain_corn,"96,5","70,7","102,1","92,1",quintal_per_hectare
16,Maïs grain,zea_mays,grain_corn,"93,5","68,4","94,4","70,7",quintal_per_hectare
17,Maïs grain,zea_mays,grain_corn,"100,3","74,5","106,0","84,6",quintal_per_hectare
19,Maïs grain,zea_mays,grain_corn,"94,6","64,6","95,5","71,4",quintal_per_hectare
23,Maïs grain,zea_mays,grain_corn,"84,3","59,9","82,2","59,2",quintal_per_hectare
24,Maïs grain,zea_mays,grain_corn,"97,8","72,1","102,8","72,5",quintal_per_hectare
33,Maïs grain,zea_mays,grain_corn,"115,8","90,8","116,3","102,0",quintal_per_hectare
40,Maïs grain,zea_mays,grain_corn,"120,7","78,9","112,4","98,1",quintal_per_hectare
47,Maïs grain,zea_mays,grain_corn,"112,2","84,3","114,0","95,2",quintal_per_hectare
64,Maïs grain,zea_mays,grain_corn,"110,0","73,2","111,6","96,9",quintal_per_hectare
79,Maïs grain,zea_mays,grain_corn,"92,2","49,1","83,3","69,6",quintal_per_hectare
86,Maïs grain,zea_mays,grain_corn,"89,8","63,3","92,3","75,8",quintal_per_hectare
87,Maïs grain,zea_mays,grain_corn,"85,9","52,4","82,7","56,2",quintal_per_hectare
09,Maïs grain,zea_mays,grain_corn,"93,6","55,3","91,9","90,1",quintal_per_hectare
11,Maïs grain,zea_mays,grain_corn,"83,2","46,4","83,1","59,8",quintal_per_hectare
12,Maïs grain,zea_mays,grain_corn,"97,9","69,1","87,8","84,2",quintal_per_hectare
30,Maïs grain,zea_mays,grain_corn,"86,6","51,8","81,9","76,9",quintal_per_hectare
31,Maïs grain,zea_mays,grain_corn,"95,1","60,0","100,0","104,2",quintal_per_hectare
32,Maïs grain,zea_mays,grain_corn,"107,5","75,1","103,8","96,4",quintal_per_hectare
34,Maïs grain,zea_mays,grain_corn,"74,4","55,3","68,6","68,3",quintal_per_hectare
46,Maïs grain,zea_mays,grain_corn,"82,7","61,8","92,5","79,3",quintal_per_hectare
65,Maïs grain,zea_mays,grain_corn,"115,3","81,4","119,3","108,5",quintal_per_hectare
66,Maïs grain,zea_mays,grain_corn,"74,0","47,6","67,9","65,0",quintal_per_hectare
81,Maïs grain,zea_mays,grain_corn,"160,7","93,5","157,8","99,0",quintal_per_hectare
82,Maïs grain,zea_mays,grain_corn,"114,1","79,7","104,2","97,7",quintal_per_hectare
01,Maïs grain,zea_mays,grain_corn,"112,0","79,7","94,2","101,6",quintal_per_hectare
03,Maïs grain,zea_mays,grain_corn,"108,0","96,6","115,2","102,7",quintal_per_hectare
07,Maïs grain,zea_mays,grain_corn,"105,3","87,4","89,9","92,3",quintal_per_hectare
15,Maïs grain,zea_mays,grain_corn,"90,4","52,5","80,0","80,0",quintal_per_hectare
26,Maïs grain,zea_mays,grain_corn,"118,4","99,0","109,4","110,9",quintal_per_hectare
38,Maïs grain,zea_mays,grain_corn,"110,8","84,7","93,6","99,1",quintal_per_hectare
42,Maïs grain,zea_mays,grain_corn,"104,1","80,2","98,7","98,9",quintal_per_hectare
43,Maïs grain,zea_mays,grain_corn,"96,0","64,5","85,2","87,7",quintal_per_hectare
63,Maïs grain,zea_mays,grain_corn,"101,4","83,1","97,0","98,3",quintal_per_hectare
69,Maïs grain,zea_mays,grain_corn,"114,2","81,2","101,2","106,0",quintal_per_hectare
73,Maïs grain,zea_mays,grain_corn,"116,0","73,7","89,9","100,3",quintal_per_hectare
74,Maïs grain,zea_mays,grain_corn,"100,2","73,6","81,2","95,3",quintal_per_hectare
04,Maïs grain,zea_mays,grain_corn,"92,9","79,5","93,6","117,7",quintal_per_hectare
05,Maïs grain,zea_mays,grain_corn,"94,0","104,6","104,8","118,0",quintal_per_hectare
13,Maïs grain,zea_mays,grain_corn,"99,1","84,2","107,2","109,0",quintal_per_hectare
83,Maïs grain,zea_mays,grain_corn,"96,6","82,1","92,8","119,5",quintal_per_hectare
84,Maïs grain,zea_mays,grain_corn,"80,0","68,0","80,6","89,0",quintal_per_hectare
2A,Maïs grain,zea_mays,grain_corn,"120,0","100,0","115,0","120,0",quintal_per_hectare
2B,Maïs grain,zea_mays,grain_corn,"120,0","100,0","115,0","120,0",quintal_per_hectare
77,Orge d'hiver,hordeum_vulgare,winter_barley,"81,0","76,0","83,0","61,0",quintal_per_hectare
78,Orge d'hiver,hordeum_vulgare,winter_barley,"77,0","76,0","77,0","59,6",quintal_per_hectare
91,Orge d'hiver,hordeum_vulgare,winter_barley,"81,0","79,0","81,0","60,0",quintal_per_hectare
93,Orge d'hiver,hordeum_vulgare,winter_barley,"0,0","0,0","83,0","63,0",quintal_per_hectare
94,Orge d'hiver,hordeum_vulgare,winter_barley,"81,0","79,0","80,7","59,8",quintal_per_hectare
95,Orge d'hiver,hordeum_vulgare,winter_barley,"78,0","84,0","83,0","63,0",quintal_per_hectare
18,Orge d'hiver,hordeum_vulgare,winter_barley,"66,0","56,0","68,0","51,0",quintal_per_hectare
28,Orge d'hiver,hordeum_vulgare,winter_barley,"84,0","82,0","84,0","65,0",quintal_per_hectare
36,Orge d'hiver,hordeum_vulgare,winter_barley,"71,0","57,0","69,0","49,5",quintal_per_hectare
37,Orge d'hiver,hordeum_vulgare,winter_barley,"67,0","61,0","74,0","52,0",quintal_per_hectare
41,Orge d'hiver,hordeum_vulgare,winter_barley,"74,0","68,0","79,0","59,0",quintal_per_hectare
45,Orge d'hiver,hordeum_vulgare,winter_barley,"70,0","64,0","74,0","55,0",quintal_per_hectare
21,Orge d'hiver,hordeum_vulgare,winter_barley,"63,0","57,0","57,0","50,0",quintal_per_hectare
25,Orge d'hiver,hordeum_vulgare,winter_barley,"56,0","57,0","59,0","45,0",quintal_per_hectare
39,Orge d'hiver,hordeum_vulgare,winter_barley,"62,0","65,0","64,0","47,0",quintal_per_hectare
58,Orge d'hiver,hordeum_vulgare,winter_barley,"64,0","59,0","64,0","44,0",quintal_per_hectare
70,Orge d'hiver,hordeum_vulgare,winter_barley,"62,0","66,0","67,0","48,0",quintal_per_hectare
71,Orge d'hiver,hordeum_vulgare,winter_barley,"70,0","62,0","66,0","49,0",quintal_per_hectare
89,Orge d'hiver,hordeum_vulgare,winter_barley,"69,0","59,0","68,0","48,0",quintal_per_hectare
90,Orge d'hiver,hordeum_vulgare,winter_barley,"62,0","66,0","67,0","48,0",quintal_per_hectare
14,Orge d'hiver,hordeum_vulgare,winter_barley,"74,0","78,0","83,0","68,0",quintal_per_hectare
27,Orge d'hiver,hordeum_vulgare,winter_barley,"83,0","85,0","88,6","73,0",quintal_per_hectare
50,Orge d'hiver,hordeum_vulgare,winter_barley,"65,0","65,0","74,0","60,0",quintal_per_hectare
61,Orge d'hiver,hordeum_vulgare,winter_barley,"74,0","75,0","80,0","58,0",quintal_per_hectare
76,Orge d'hiver,hordeum_vulgare,winter_barley,"77,0","87,0","89,0","71,0",quintal_per_hectare
02,Orge d'hiver,hordeum_vulgare,winter_barley,"81,0","83,0","88,0","58,0",quintal_per_hectare
59,Orge d'hiver,hordeum_vulgare,winter_barley,"82,0","94,0","91,0","71,0",quintal_per_hectare
60,Orge d'hiver,hordeum_vulgare,winter_barley,"80,0","86,0","89,0","62,0",quintal_per_hectare
62,Orge d'hiver,hordeum_vulgare,winter_barley,"81,0","93,0","91,0","73,0",quintal_per_hectare
80,Orge d'hiver,hordeum_vulgare,winter_barley,"80,0","90,0","90,0","70,0",quintal_per_hectare
08,Orge d'hiver,hordeum_vulgare,winter_barley,"77,0","81,0","80,0","58,0",quintal_per_hectare
10,Orge d'hiver,hordeum_vulgare,winter_barley,"76,0","76,0","65,0","52,3",quintal_per_hectare
51,Orge d'hiver,hordeum_vulgare,winter_barley,"80,0","84,0","84,0","57,9",quintal_per_hectare
52,Orge d'hiver,hordeum_vulgare,winter_barley,"63,0","59,0","62,0","52,0",quintal_per_hectare
54,Orge d'hiver,hordeum_vulgare,winter_barley,"64,0","62,0","62,0","58,0",quintal_per_hectare
55,Orge d'hiver,hordeum_vulgare,winter_barley,"65,0","65,0","65,0","52,0",quintal_per_hectare
57,Orge d'hiver,hordeum_vulgare,winter_barley,"67,0","67,0","65,0","50,0",quintal_per_hectare
67,Orge d'hiver,hordeum_vulgare,winter_barley,"67,0","67,0","75,0","65,0",quintal_per_hectare
68,Orge d'hiver,hordeum_vulgare,winter_barley,"71,0","70,0","78,0","67,0",quintal_per_hectare
88,Orge d'hiver,hordeum_vulgare,winter_barley,"64,0","65,0","62,0","52,0",quintal_per_hectare
44,Orge d'hiver,hordeum_vulgare,winter_barley,"70,0","66,2","66,0","53,0",quintal_per_hectare
49,Orge d'hiver,hordeum_vulgare,winter_barley,"68,0","63,2","71,0","53,0",quintal_per_hectare
53,Orge d'hiver,hordeum_vulgare,winter_barley,"72,0","67,2","74,0","54,0",quintal_per_hectare
72,Orge d'hiver,hordeum_vulgare,winter_barley,"72,0","64,2","74,0","52,0",quintal_per_hectare
85,Orge d'hiver,hordeum_vulgare,winter_barley,"64,0","58,2","68,0","51,0",quintal_per_hectare
22,Orge d'hiver,hordeum_vulgare,winter_barley,"66,7","71,5","71,1","67,0",quintal_per_hectare
29,Orge d'hiver,hordeum_vulgare,winter_barley,"71,7","70,6","74,1","68,5",quintal_per_hectare
35,Orge d'hiver,hordeum_vulgare,winter_barley,"71,3","67,6","70,9","59,0",quintal_per_hectare
56,Orge d'hiver,hordeum_vulgare,winter_barley,"65,5","67,4","70,3","61,7",quintal_per_hectare
16,Orge d'hiver,hordeum_vulgare,winter_barley,"55,0","49,0","64,0","50,0",quintal_per_hectare
17,Orge d'hiver,hordeum_vulgare,winter_barley,"61,0","52,0","70,0","54,0",quintal_per_hectare
19,Orge d'hiver,hordeum_vulgare,winter_barley,"49,0","49,0","52,0","40,0",quintal_per_hectare
23,Orge d'hiver,hordeum_vulgare,winter_barley,"58,0","51,0","60,0","41,0",quintal_per_hectare
24,Orge d'hiver,hordeum_vulgare,winter_barley,"51,0","46,0","54,0","36,0",quintal_per_hectare
33,Orge d'hiver,hordeum_vulgare,winter_barley,"50,0","48,0","54,0","38,0",quintal_per_hectare
40,Orge d'hiver,hordeum_vulgare,winter_barley,"51,0","51,0","57,0","38,0",quintal_per_hectare
47,Orge d'hiver,hordeum_vulgare,winter_barley,"51,0","48,0","59,0","38,0",quintal_per_hectare
64,Orge d'hiver,hordeum_vulgare,winter_barley,"51,0","48,0","54,0","48,0",quintal_per_hectare
79,Orge d'hiver,hordeum_vulgare,winter_barley,"59,0","54,0","70,0","51,0",quintal_per_hectare
