Commune 2020;Libellé;Annee;Nb. Contrats
19240;Saint-Salvadour;2018;6
19241;Saint-Setiers;2018;N/A - secret statistique
19242;Saint-Solve;2018;0
19243;Saint-Sornin-Lavolps;2018;18
19244;Saint-Sulpice-les-Bois;2018;N/A - secret statistique
19245;Saint-Sylvain;2018;
19246;Saint-Viance;2018;95
19247;Saint-Victour;2018;N/A - secret statistique
19248;Saint-Ybard;2018;12
19249;Saint-Yrieix-le-Déjalat;2018;N/A - secret statistique
19250;Salon-la-Tour;2018;8
19251;Sarran;2018;
19252;Sarroux - Saint Julien;2018;N/A - secret statistique
19253;Segonzac;2018;N/A - secret statistique
19254;Ségur-le-Château;2018;18
19255;Seilhac;2018;11
19256;Sérandon;2018;N/A - secret statistique
19257;Sérilhac;2018;N/A - secret statistique
19258;Servières-le-Château;2018;N/A - secret statistique
19259;Sexcles;2018;N/A - secret statistique
19260;Sioniac;2018;N/A - secret statistique
19261;Sornac;2018;43
19262;Soudaine-Lavinadière;2018;N/A - secret statistique
19263;Soudeilles;2018;N/A - secret statistique
19264;Soursac;2018;N/A - secret statistique
19265;Tarnac;2018;
19266;Thalamy;2018;
19268;Toy-Viam;2018;0
19269;Treignac;2018;N/A - secret statistique
19270;Troche;2018;6
19271;Tudeils;2018;N/A - secret statistique
19272;Tulle;2018;587
19273;Turenne;2018;6
19274;Ussac;2018;20
19275;Ussel;2018;241
19276;Uzerche;2018;57
19277;Valiergues;2018;N/A - secret statistique
19278;Varetz;2018;15
19279;Vars-sur-Roseix;2018;N/A - secret statistique
19280;Végennes;2018;
19281;Veix;2018;0
19283;Veyrières;2018;N/A - secret statistique
19284;Viam;2018;N/A - secret statistique
19285;Vigeois;2018;N/A - secret statistique
19286;Vignols;2018;53
19287;Vitrac-sur-Montane;2018;N/A - secret statistique
19288;Voutezac;2018;29
19289;Yssandon;2018;12
21001;Agencourt;2018;N/A - secret statistique
21002;Agey;2018;N/A - secret statistique
21003;Ahuy;2018;N/A - secret statistique
21004;Aignay-le-Duc;2018;N/A - secret statistique
21005;Aiserey;2018;N/A - secret statistique
21006;Aisey-sur-Seine;2018;N/A - secret statistique
21007;Aisy-sous-Thil;2018;0
21008;Alise-Sainte-Reine;2018;
21009;Allerey;2018;0
21010;Aloxe-Corton;2018;44
21011;Ampilly-les-Bordes;2018;N/A - secret statistique
21012;Ampilly-le-Sec;2018;N/A - secret statistique
21013;Ancey;2018;
21014;Antheuil;2018;
21015;Antigny-la-Ville;2018;
21016;Arceau;2018;9
21017;Arcenant;2018;10
21018;Arcey;2018;0
21020;Arconcey;2018;N/A - secret statistique
21021;Arc-sur-Tille;2018;N/A - secret statistique
21022;Argilly;2018;N/A - secret statistique
21023;Arnay-le-Duc;2018;N/A - secret statistique
21024;Arnay-sous-Vitteaux;2018;23
21025;Arrans;2018;0
21026;Asnières-en-Montagne;2018;N/A - secret statistique
21027;Asnières-lès-Dijon;2018;
21028;Athée;2018;
21029;Athie;2018;N/A - secret statistique
21030;Aubaine;2018;N/A - secret statistique
21031;Aubigny-en-Plaine;2018;N/A - secret statistique
21032;Aubigny-la-Ronce;2018;N/A - secret statistique
21033;Aubigny-lès-Sombernon;2018;N/A - secret statistique
21034;Autricourt;2018;
21035;Auvillars-sur-Saône;2018;
21036;Auxant;2018;
21037;Auxey-Duresses;2018;58
21038;Auxonne;2018;43
21039;Avelanges;2018;
21040;Avosnes;2018;0
21041;Avot;2018;N/A - secret statistique
21042;Bagnot;2018;N/A - secret statistique
21043;Baigneux-les-Juifs;2018;42
21044;Balot;2018;N/A - secret statistique
21045;Barbirey-sur-Ouche;2018;0
21046;Bard-le-Régulier;2018;
21047;Bard-lès-Époisses;2018;
21048;Barges;2018;N/A - secret statistique
21049;Barjon;2018;
21050;Baubigny;2018;6
21051;Baulme-la-Roche;2018;
21052;Beaulieu;2018;0
21053;Beaumont-sur-Vingeanne;2018;9
21054;Beaune;2018;456
21055;Beaunotte;2018;N/A - secret statistique
21056;Beire-le-Châtel;2018;9
21057;Beire-le-Fort;2018;N/A - secret statistique
21058;Belan-sur-Ource;2018;9
21059;Bellefond;2018;
21060;Belleneuve;2018;N/A - secret statistique
21061;Bellenod-sur-Seine;2018;N/A - secret statistique
21062;Bellenot-sous-Pouilly;2018;10
21063;Beneuvre;2018;
21064;Benoisey;2018;
21065;Bessey-en-Chaume;2018;N/A - secret statistique
21066;Bessey-la-Cour;2018;0
21067;Bessey-lès-Cîteaux;2018;N/A - secret statistique
21068;Beurey-Bauguay;2018;
21069;Beurizot;2018;N/A - secret statistique
21070;Bévy;2018;N/A - secret statistique
21071;Bèze;2018;N/A - secret statistique
21072;Bézouotte;2018;6
21074;Billey;2018;0
21075;Billy-lès-Chanceaux;2018;N/A - secret statistique
21076;Binges;2018;N/A - secret statistique
21077;Bissey-la-Côte;2018;N/A - secret statistique
21078;Bissey-la-Pierre;2018;N/A - secret statistique
21079;Blagny-sur-Vingeanne;2018;N/A - secret statistique
21080;Blaisy-Bas;2018;0
21081;Blaisy-Haut;2018;0
21082;Blancey;2018;N/A - secret statistique
21083;Blanot;2018;
21084;Source-Seine;2018;N/A - secret statistique
21085;Bligny-le-Sec;2018;N/A - secret statistique
21086;Bligny-lès-Beaune;2018;26
21087;Bligny-sur-Ouche;2018;9
21088;Boncourt-le-Bois;2018;
21089;Bonnencontre;2018;7
21090;Boudreville;2018;
21091;Bouhey;2018;
21092;Bouilland;2018;N/A - secret statistique
21093;Bouix;2018;N/A - secret statistique
21094;Bourberain;2018;N/A - secret statistique
21095;Bousselange;2018;N/A - secret statistique
21096;Boussenois;2018;
21097;Boussey;2018;N/A - secret statistique
21098;Boux-sous-Salmaise;2018;N/A - secret statistique
21099;Bouze-lès-Beaune;2018;15
21100;Brain;2018;
21101;Braux;2018;N/A - secret statistique
21102;Brazey-en-Morvan;2018;0
21103;Brazey-en-Plaine;2018;40
21104;Brémur-et-Vaurois;2018;7
21105;Bressey-sur-Tille;2018;0
21106;Bretenière;2018;259
21107;Bretigny;2018;15
21108;Brianny;2018;N/A - secret statistique
21109;Brion-sur-Ource;2018;
21110;Brochon;2018;48
21111;Brognon;2018;N/A - secret statistique
21112;Broin;2018;N/A - secret statistique
21113;Broindon;2018;
21114;Buffon;2018;
21115;Buncey;2018;N/A - secret statistique
21116;Bure-les-Templiers;2018;N/A - secret statistique
21117;Busseaut;2018;
21118;Busserotte-et-Montenaille;2018;N/A - secret statistique
21119;Bussières;2018;
21120;La Bussière-sur-Ouche;2018;0
21121;Bussy-la-Pesle;2018;0
21122;Bussy-le-Grand;2018;11
21123;Buxerolles;2018;
21124;Censerey;2018;16
21125;Cérilly;2018;N/A - secret statistique
21126;Cessey-sur-Tille;2018;N/A - secret statistique
21127;Chaignay;2018;N/A - secret statistique
21128;Chailly-sur-Armançon;2018;16
21129;Chambain;2018;N/A - secret statistique
21130;Chambeire;2018;0
21131;Chamblanc;2018;21
21132;Chambœuf;2018;N/A - secret statistique
21133;Chambolle-Musigny;2018;61
21134;Chamesson;2018;N/A - secret statistique
21135;Champagne-sur-Vingeanne;2018;12
21136;Champagny;2018;
21137;Champ-d'Oiseau;2018;N/A - secret statistique
21138;Champdôtre;2018;N/A - secret statistique
21139;Champeau-en-Morvan;2018;13
21140;Champignolles;2018;N/A - secret statistique
21141;Champrenault;2018;
21142;Chanceaux;2018;N/A - secret statistique
21143;Channay;2018;N/A - secret statistique
21144;Charencey;2018;
21145;Charigny;2018;N/A - secret statistique
21146;Charmes;2018;N/A - secret statistique
21147;Charny;2018;0
21148;Charrey-sur-Saône;2018;N/A - secret statistique
21149;Charrey-sur-Seine;2018;0
21150;Chassagne-Montrachet;2018;193
21151;Chassey;2018;
21152;Châteauneuf;2018;
21153;Châtellenot;2018;N/A - secret statistique
21154;Châtillon-sur-Seine;2018;113
21155;Chaudenay-la-Ville;2018;0
21156;Chaudenay-le-Château;2018;
21157;Chaugey;2018;0
21158;Chaume-et-Courchamp;2018;0
21159;La Chaume;2018;
21160;Chaume-lès-Baigneux;2018;N/A - secret statistique
21161;Chaumont-le-Bois;2018;13
21162;Chaux;2018;12
21163;Chazeuil;2018;N/A - secret statistique
21164;Chazilly;2018;N/A - secret statistique
21165;Chemin-d'Aisey;2018;0
21166;Chenôve;2018;51
21167;Cheuge;2018;N/A - secret statistique
21168;Chevannay;2018;
21169;Chevannes;2018;13
21170;Chevigny-en-Valière;2018;N/A - secret statistique
21171;Chevigny-Saint-Sauveur;2018;7
21172;Chivres;2018;
21173;Chorey-les-Beaune;2018;59
21175;Cirey-lès-Pontailler;2018;0
21176;Civry-en-Montagne;2018;
21177;Clamerey;2018;N/A - secret statistique
21178;Valforêt;2018;N/A - secret statistique
21179;Clénay;2018;N/A - secret statistique
21180;Cléry;2018;
21181;Clomot;2018;0
21182;Collonges-lès-Bévy;2018;0
21183;Collonges-et-Premières;2018;6
21184;Colombier;2018;N/A - secret statistique
21185;Combertault;2018;6
21186;Comblanchien;2018;20
21187;Commarin;2018;
21189;Corberon;2018;N/A - secret statistique
21190;Corcelles-les-Arts;2018;N/A - secret statistique
21191;Corcelles-lès-Cîteaux;2018;
21192;Corcelles-les-Monts;2018;N/A - secret statistique
21193;Corgengoux;2018;N/A - secret statistique
21194;Corgoloin;2018;53
21195;Cormot-Vauchignon;2018;N/A - secret statistique
21196;Corpeau;2018;11
21197;Corpoyer-la-Chapelle;2018;
21198;Corrombles;2018;0
21199;Corsaint;2018;N/A - secret statistique
21200;Couchey;2018;19
21201;Coulmier-le-Sec;2018;N/A - secret statistique
21202;Courban;2018;N/A - secret statistique
21203;Courcelles-Frémoy;2018;N/A - secret statistique
21204;Courcelles-lès-Montbard;2018;0
21205;Courcelles-lès-Semur;2018;N/A - secret statistique
21207;Courlon;2018;
21208;Courtivron;2018;
21209;Couternon;2018;15
21210;Créancey;2018;N/A - secret statistique
21211;Crécey-sur-Tille;2018;0
21212;Crépand;2018;
21214;Crugey;2018;
21215;Cuiserey;2018;
21216;Culètre;2018;
21217;Curley;2018;
21218;Curtil-Saint-Seine;2018;
21219;Curtil-Vergy;2018;
21220;Cussey-les-Forges;2018;N/A - secret statistique
21221;Cussy-la-Colonne;2018;N/A - secret statistique
21222;Cussy-le-Châtel;2018;N/A - secret statistique
21223;Daix;2018;N/A - secret statistique
21224;Dampierre-en-Montagne;2018;N/A - secret statistique
21225;Dampierre-et-Flée;2018;N/A - secret statistique
21226;Darcey;2018;10
21227;Darois;2018;N/A - secret statistique
21228;Détain-et-Bruant;2018;N/A - secret statistique
21229;Diancey;2018;N/A - secret statistique
21230;Diénay;2018;
21231;Dijon;2018;1603
21232;Dompierre-en-Morvan;2018;0
21233;Drambon;2018;N/A - secret statistique
21234;Drée;2018;
21235;Duesme;2018;N/A - secret statistique
21236;Ébaty;2018;
21237;Échalot;2018;14
21238;Échannay;2018;N/A - secret statistique
21239;Échenon;2018;N/A - secret statistique
21240;Échevannes;2018;N/A - secret statistique
21241;Échevronne;2018;35
21242;Échigey;2018;N/A - secret statistique
21243;Écutigny;2018;N/A - secret statistique
21244;Éguilly;2018;N/A - secret statistique
21245;Épagny;2018;6
21246;Épernay-sous-Gevrey;2018;0
21247;Époisses;2018;9
21248;Éringes;2018;N/A - secret statistique
21249;Esbarres;2018;N/A - secret statistique
21250;Essarois;2018;N/A - secret statistique
21251;Essey;2018;
21252;Étais;2018;0
21253;Étalante;2018;N/A - secret statistique
21254;L'Étang-Vergy;2018;0
21255;Étaules;2018;N/A - secret statistique
21256;Étevaux;2018;N/A - secret statistique
21257;Étormay;2018;N/A - secret statistique
21258;Étrochey;2018;N/A - secret statistique
21259;Fain-lès-Montbard;2018;N/A - secret statistique
21260;Fain-lès-Moutiers;2018;N/A - secret statistique
21261;Fauverney;2018;0
21262;Faverolles-lès-Lucey;2018;N/A - secret statistique
21263;Fénay;2018;9
21264;Le Fête;2018;
21265;Fixin;2018;26
21266;Flacey;2018;N/A - secret statistique
21267;Flagey-Echézeaux;2018;13
21268;Flagey-lès-Auxonne;2018;N/A - secret statistique
21269;Flammerans;2018;N/A - secret statistique
21270;Flavignerot;2018;
21271;Flavigny-sur-Ozerain;2018;8
21272;Le Val-Larrey;2018;N/A - secret statistique
21273;Fleurey-sur-Ouche;2018;11
21274;Foissy;2018;
21275;Foncegrive;2018;
21276;Fontaines-en-Duesmois;2018;N/A - secret statistique
21277;Fontaine-Française;2018;N/A - secret statistique
21278;Fontaine-lès-Dijon;2018;22
21279;Fontaines-les-Sèches;2018;
21280;Fontangy;2018;N/A - secret statistique
21281;Fontenelle;2018;N/A - secret statistique
21282;Forléans;2018;N/A - secret statistique
21283;Fraignot-et-Vesvrotte;2018;N/A - secret statistique
21284;Francheville;2018;N/A - secret statistique
21285;Franxault;2018;N/A - secret statistique
21286;Frénois;2018;N/A - secret statistique
21287;Fresnes;2018;11
21288;Frôlois;2018;N/A - secret statistique
21289;Fussey;2018;N/A - secret statistique
21290;Gemeaux;2018;0
21291;Genay;2018;N/A - secret statistique
21292;Genlis;2018;N/A - secret statistique
21293;Gergueil;2018;
21294;Gerland;2018;11
21295;Gevrey-Chambertin;2018;206
21296;Gevrolles;2018;N/A - secret statistique
21297;Gilly-lès-Cîteaux;2018;N/A - secret statistique
21298;Gissey-le-Vieil;2018;0
21299;Gissey-sous-Flavigny;2018;N/A - secret statistique
21300;Gissey-sur-Ouche;2018;0
21301;Glanon;2018;N/A - secret statistique
21302;Gomméville;2018;
21303;Les Goulles;2018;N/A - secret statistique
21304;Grancey-le-Château-Neuvelle;2018;N/A - secret statistique
21305;Grancey-sur-Ource;2018;7
21306;Grenant-lès-Sombernon;2018;
21307;Grésigny-Sainte-Reine;2018;
21308;Grignon;2018;N/A - secret statistique
21309;Griselles;2018;N/A - secret statistique
21310;Grosbois-en-Montagne;2018;
21311;Grosbois-lès-Tichey;2018;
21312;Gurgy-la-Ville;2018;0
21313;Gurgy-le-Château;2018;0
21314;Hauteroche;2018;0
21315;Hauteville-lès-Dijon;2018;N/A - secret statistique
21316;Heuilley-sur-Saône;2018;N/A - secret statistique
21317;Is-sur-Tille;2018;6
21319;Izeure;2018;N/A - secret statistique
21320;Izier;2018;N/A - secret statistique
21321;Jailly-les-Moulins;2018;0
21322;Jallanges;2018;N/A - secret statistique
21323;Jancigny;2018;N/A - secret statistique
21324;Jeux-lès-Bard;2018;N/A - secret statistique
21325;Jouey;2018;0
21326;Jours-lès-Baigneux;2018;
21327;Val-Mont;2018;0
21328;Juillenay;2018;N/A - secret statistique
21329;Juilly;2018;
21330;Labergement-Foigney;2018;N/A - secret statistique
21331;Labergement-lès-Auxonne;2018;14
21332;Labergement-lès-Seurre;2018;N/A - secret statistique
21333;Labruyère;2018;N/A - secret statistique
21334;Lacanche;2018;0
21335;Lacour-d'Arcenay;2018;N/A - secret statistique
21336;Laignes;2018;7
21337;Lamarche-sur-Saône;2018;N/A - secret statistique
21338;Lamargelle;2018;N/A - secret statistique
21339;Lantenay;2018;0
21340;Lanthes;2018;N/A - secret statistique
21341;Lantilly;2018;N/A - secret statistique
21342;Laperrière-sur-Saône;2018;0
21343;Larrey;2018;
21344;Lechâtelet;2018;
21345;Léry;2018;
21346;Leuglay;2018;56
21347;Levernois;2018;41
21348;Licey-sur-Vingeanne;2018;N/A - secret statistique
21349;Liernais;2018;22
21350;Lignerolles;2018;N/A - secret statistique
21351;Longchamp;2018;
21352;Longeault-Pluvault;2018;
21353;Longecourt-en-Plaine;2018;N/A - secret statistique
21354;Longecourt-lès-Culêtre;2018;
21355;Longvic;2018;344
21356;Losne;2018;6
21357;Louesme;2018;0
21358;Lucenay-le-Duc;2018;N/A - secret statistique
21359;Lucey;2018;0
21360;Lusigny-sur-Ouche;2018;N/A - secret statistique
21361;Lux;2018;N/A - secret statistique
21362;Maconge;2018;
21363;Magnien;2018;N/A - secret statistique
21364;Magny-Lambert;2018;N/A - secret statistique
21365;Magny-la-Ville;2018;
21366;Magny-lès-Aubigny;2018;N/A - secret statistique
21367;Magny-Montarlot;2018;6
21368;Magny-lès-Villers;2018;20
21369;Magny-Saint-Médard;2018;
21370;Magny-sur-Tille;2018;0
21371;Les Maillys;2018;7
21372;Maisey-le-Duc;2018;0
21373;Mâlain;2018;N/A - secret statistique
21374;Maligny;2018;N/A - secret statistique
21375;Manlay;2018;
21376;Marandeuil;2018;N/A - secret statistique
21377;Marcellois;2018;
21378;Marcenay;2018;N/A - secret statistique
21379;Marcheseuil;2018;N/A - secret statistique
21380;Marcigny-sous-Thil;2018;
21381;Marcilly-et-Dracy;2018;
21382;Marcilly-Ogny;2018;N/A - secret statistique
21383;Marcilly-sur-Tille;2018;
21384;Marey-lès-Fussey;2018;18
21385;Marey-sur-Tille;2018;N/A - secret statistique
21386;Marigny-le-Cahouët;2018;11
21387;Marigny-lès-Reullée;2018;N/A - secret statistique
21388;Marliens;2018;0
21389;Marmagne;2018;
21390;Marsannay-la-Côte;2018;113
21391;Marsannay-le-Bois;2018;N/A - secret statistique
21392;Martrois;2018;N/A - secret statistique
21393;Massingy;2018;N/A - secret statistique
21394;Massingy-lès-Semur;2018;
21395;Massingy-lès-Vitteaux;2018;
21396;Mauvilly;2018;N/A - secret statistique
21397;Mavilly-Mandelot;2018;N/A - secret statistique
21398;Maxilly-sur-Saône;2018;N/A - secret statistique
21399;Meilly-sur-Rouvres;2018;N/A - secret statistique
21400;Le Meix;2018;N/A - secret statistique
21401;Meloisey;2018;30
21402;Menesble;2018;N/A - secret statistique
21403;Ménessaire;2018;N/A - secret statistique
21404;Ménétreux-le-Pitois;2018;
21405;Merceuil;2018;14
21406;Mesmont;2018;
21407;Messanges;2018;N/A - secret statistique
21408;Messigny-et-Vantoux;2018;N/A - secret statistique
21409;Meuilley;2018;N/A - secret statistique
21410;Meulson;2018;0
21411;Meursanges;2018;9
21412;Meursault;2018;368
21413;Millery;2018;N/A - secret statistique
21414;Mimeure;2018;N/A - secret statistique
21415;Minot;2018;0
21416;Mirebeau-sur-Bèze;2018;11
21417;Missery;2018;
21418;Moitron;2018;
21419;Molesme;2018;9
21420;Molinot;2018;N/A - secret statistique
21421;Moloy;2018;N/A - secret statistique
21422;Molphey;2018;13
21423;Montagny-lès-Beaune;2018;N/A - secret statistique
21424;Montagny-lès-Seurre;2018;N/A - secret statistique
21425;Montbard;2018;0
21426;Montberthault;2018;0
21427;Montceau-et-Écharnant;2018;N/A - secret statistique
21428;Monthelie;2018;36
21429;Montigny-Montfort;2018;0
21430;Montigny-Saint-Barthélemy;2018;N/A - secret statistique
21431;Montigny-sur-Armançon;2018;
21432;Montigny-sur-Aube;2018;23
21433;Montigny-Mornay-Villeneuve-sur-Vingeanne;2018;N/A - secret statistique
21434;Montlay-en-Auxois;2018;N/A - secret statistique
21435;Montliot-et-Courcelles;2018;N/A - secret statistique
21436;Montmain;2018;6
21437;Montmançon;2018;0
21438;Montmoyen;2018;0
21439;Montoillot;2018;
21440;Montot;2018;
21441;Mont-Saint-Jean;2018;13
21442;Morey-Saint-Denis;2018;154
21444;Mosson;2018;N/A - secret statistique
21445;La Motte-Ternant;2018;
21446;Moutiers-Saint-Jean;2018;N/A - secret statistique
21447;Musigny;2018;0
21448;Mussy-la-Fosse;2018;
21449;Nan-sous-Thil;2018;N/A - secret statistique
21450;Nantoux;2018;21
21451;Nesle-et-Massoult;2018;N/A - secret statistique
21452;Neuilly-Crimolois;2018;8
21454;Nicey;2018;0
21455;Nod-sur-Seine;2018;N/A - secret statistique
21456;Nogent-lès-Montbard;2018;10
21457;Noidan;2018;N/A - secret statistique
21458;Noiron-sous-Gevrey;2018;N/A - secret statistique
21459;Noiron-sur-Bèze;2018;N/A - secret statistique
21460;Noiron-sur-Seine;2018;N/A - secret statistique
21461;Nolay;2018;15
21462;Norges-la-Ville;2018;26
21463;Normier;2018;
21464;Nuits-Saint-Georges;2018;177
21465;Obtrée;2018;N/A - secret statistique
21466;Oigny;2018;16
21467;Oisilly;2018;N/A - secret statistique
21468;Orain;2018;0
21469;Orgeux;2018;N/A - secret statistique
21470;Origny;2018;N/A - secret statistique
21471;Orret;2018;
21472;Orville;2018;0
21473;Ouges;2018;N/A - secret statistique
21474;Pagny-la-Ville;2018;N/A - secret statistique
21475;Pagny-le-Château;2018;8
21476;Painblanc;2018;N/A - secret statistique
21477;Panges;2018;
21478;Pasques;2018;0
21479;Pellerey;2018;
21480;Pernand-Vergelesses;2018;59
21481;Perrigny-lès-Dijon;2018;
21482;Perrigny-sur-l'Ognon;2018;N/A - secret statistique
21483;Pichanges;2018;N/A - secret statistique
21484;Planay;2018;
21485;Plombières-lès-Dijon;2018;7
21487;Pluvet;2018;N/A - secret statistique
21488;Poinçon-lès-Larrey;2018;N/A - secret statistique
21489;Poiseul-la-Grange;2018;N/A - secret statistique
21490;Poiseul-la-Ville-et-Laperrière;2018;N/A - secret statistique
21491;Poiseul-lès-Saulx;2018;
21492;Pommard;2018;104
21493;Poncey-lès-Athée;2018;N/A - secret statistique
21494;Poncey-sur-l'Ignon;2018;N/A - secret statistique
21495;Pont;2018;0
21496;Pontailler-sur-Saône;2018;18
21497;Pont-et-Massène;2018;
21498;Posanges;2018;N/A - secret statistique
21499;Pothières;2018;N/A - secret statistique
21500;Pouillenay;2018;N/A - secret statistique
21501;Pouilly-en-Auxois;2018;9
21502;Pouilly-sur-Saône;2018;N/A - secret statistique
21503;Pouilly-sur-Vingeanne;2018;0
21504;Prâlon;2018;N/A - secret statistique
21505;Précy-sous-Thil;2018;12
21506;Premeaux-Prissey;2018;79
21508;Prenois;2018;
21510;Prusly-sur-Ource;2018;N/A - secret statistique
21511;Puits;2018;N/A - secret statistique
21512;Puligny-Montrachet;2018;131
21514;Quemigny-sur-Seine;2018;6
21515;Quetigny;2018;40
21516;Quincerot;2018;
21517;Quincey;2018;N/A - secret statistique
21518;Quincy-le-Vicomte;2018;N/A - secret statistique
21519;Recey-sur-Ource;2018;11
21520;Remilly-en-Montagne;2018;
21521;Remilly-sur-Tille;2018;N/A - secret statistique
21522;Renève;2018;N/A - secret statistique
21523;Reulle-Vergy;2018;N/A - secret statistique
21524;Riel-les-Eaux;2018;N/A - secret statistique
21525;La Roche-en-Brenil;2018;N/A - secret statistique
21526;Rochefort-sur-Brévon;2018;
21527;La Rochepot;2018;14
21528;La Roche-Vanneau;2018;
21529;Roilly;2018;
21530;Rougemont;2018;0
21531;Rouvray;2018;0
21532;Rouvres-en-Plaine;2018;N/A - secret statistique
21533;Rouvres-sous-Meilly;2018;
21534;Ruffey-lès-Beaune;2018;20
21535;Ruffey-lès-Echirey;2018;6
21536;Sacquenay;2018;N/A - secret statistique
21537;Saffres;2018;N/A - secret statistique
21538;Saint-Andeux;2018;N/A - secret statistique
21539;Saint-Anthot;2018;N/A - secret statistique
21540;Saint-Apollinaire;2018;137
21541;Saint-Aubin;2018;89
21542;Saint-Bernard;2018;0
21543;Saint-Broing-les-Moines;2018;N/A - secret statistique
21544;Sainte-Colombe-en-Auxois;2018;
21545;Sainte-Colombe-sur-Seine;2018;N/A - secret statistique
21546;Saint-Didier;2018;
21547;Saint-Euphrône;2018;N/A - secret statistique
21548;Saint-Germain-de-Modéon;2018;N/A - secret statistique
21549;Saint-Germain-le-Rocheux;2018;N/A - secret statistique
21550;Saint-Germain-lès-Senailly;2018;
21552;Saint-Hélier;2018;0
21553;Saint-Jean-de-Bœuf;2018;
21554;Saint-Jean-de-Losne;2018;9
21555;Saint-Julien;2018;10
21556;Saint-Léger-Triey;2018;0
21557;Saint-Marc-sur-Seine;2018;
21558;Sainte-Marie-la-Blanche;2018;10
21559;Sainte-Marie-sur-Ouche;2018;0
21560;Saint-Martin-de-la-Mer;2018;N/A - secret statistique
21561;Saint-Martin-du-Mont;2018;N/A - secret statistique
21562;Saint-Maurice-sur-Vingeanne;2018;0
21563;Saint-Mesmin;2018;N/A - secret statistique
21564;Saint-Nicolas-lès-Cîteaux;2018;15
21565;Saint-Philibert;2018;N/A - secret statistique
21566;Saint-Pierre-en-Vaux;2018;
21567;Saint-Prix-lès-Arnay;2018;N/A - secret statistique
21568;Saint-Rémy;2018;0
21569;Saint-Romain;2018;35
21570;Sainte-Sabine;2018;N/A - secret statistique
21571;Saint-Sauveur;2018;N/A - secret statistique
21572;Saint-Seine-en-Bâche;2018;
21573;Saint-Seine-l'Abbaye;2018;N/A - secret statistique
21574;Saint-Seine-sur-Vingeanne;2018;N/A - secret statistique
21575;Saint-Symphorien-sur-Saône;2018;N/A - secret statistique
21576;Saint-Thibault;2018;N/A - secret statistique
21577;Saint-Usage;2018;
21578;Saint-Victor-sur-Ouche;2018;
21579;Salives;2018;12
21580;Salmaise;2018;N/A - secret statistique
21581;Samerey;2018;
21582;Santenay;2018;156
21583;Santosse;2018;
21584;Saulieu;2018;24
21585;Saulon-la-Chapelle;2018;N/A - secret statistique
21586;Saulon-la-Rue;2018;
21587;Saulx-le-Duc;2018;N/A - secret statistique
21588;Saussey;2018;N/A - secret statistique
21589;Saussy;2018;0
21590;Savigny-lès-Beaune;2018;131
21591;Savigny-le-Sec;2018;N/A - secret statistique
21592;Savigny-sous-Mâlain;2018;
21593;Savilly;2018;0
21594;Savoisy;2018;N/A - secret statistique
21595;Savolles;2018;
21596;Savouges;2018;
21597;Segrois;2018;N/A - secret statistique
21598;Seigny;2018;
21599;Selongey;2018;8
21600;Semarey;2018;
21601;Semezanges;2018;N/A - secret statistique
21602;Semond;2018;N/A - secret statistique
21603;Semur-en-Auxois;2018;54
21604;Senailly;2018;N/A - secret statistique
21605;Sennecey-lès-Dijon;2018;9
21606;Ladoix-Serrigny;2018;57
21607;Seurre;2018;20
21608;Sincey-lès-Rouvray;2018;N/A - secret statistique
21609;Soirans;2018;19
21610;Soissons-sur-Nacey;2018;N/A - secret statistique
21611;Sombernon;2018;10
21612;Souhey;2018;
21613;Soussey-sur-Brionne;2018;0
21614;Spoy;2018;N/A - secret statistique
21615;Sussey;2018;N/A - secret statistique
21616;Tailly;2018;7
21617;Talant;2018;N/A - secret statistique
21618;Talmay;2018;N/A - secret statistique
21619;Tanay;2018;N/A - secret statistique
21620;Tarsul;2018;
21622;Tart-le-Bas;2018;N/A - secret statistique
21623;Tart;2018;N/A - secret statistique
21624;Tellecey;2018;
21625;Ternant;2018;
21626;Terrefondrée;2018;
21627;Thenissey;2018;N/A - secret statistique
21628;Thoires;2018;N/A - secret statistique
21629;Thoisy-la-Berchère;2018;N/A - secret statistique
21630;Thoisy-le-Désert;2018;N/A - secret statistique
21631;Thomirey;2018;
21632;Thorey-en-Plaine;2018;0
21633;Thorey-sous-Charny;2018;N/A - secret statistique
21634;Thorey-sur-Ouche;2018;0
21635;Thoste;2018;N/A - secret statistique
21636;Thury;2018;
21637;Tichey;2018;N/A - secret statistique
21638;Til-Châtel;2018;N/A - secret statistique
21639;Tillenay;2018;N/A - secret statistique
21640;Torcy-et-Pouligny;2018;N/A - secret statistique
21641;Touillon;2018;12
21642;Toutry;2018;
21643;Tréclun;2018;N/A - secret statistique
21644;Trochères;2018;0
21645;Trouhans;2018;N/A - secret statistique
21646;Trouhaut;2018;N/A - secret statistique
21647;Trugny;2018;0
21648;Turcey;2018;N/A - secret statistique
21649;Uncey-le-Franc;2018;N/A - secret statistique
21650;Urcy;2018;N/A - secret statistique
21651;Val-Suzon;2018;
21652;Vandenesse-en-Auxois;2018;N/A - secret statistique
21653;Vannaire;2018;
21655;Vanvey;2018;N/A - secret statistique
21656;Varanges;2018;N/A - secret statistique
21657;Varois-et-Chaignot;2018;24
21659;Vaux-Saules;2018;N/A - secret statistique
21660;Veilly;2018;0
21661;Velars-sur-Ouche;2018;0
21662;Velogny;2018;
21663;Venarey-les-Laumes;2018;47
21664;Verdonnet;2018;0
