Commune 2020;Libellé;Annee;Nb. Contrats
83011;Bargemon;2018;N/A - secret statistique
83012;Barjols;2018;12
83013;La Bastide;2018;7
83014;Baudinard-sur-Verdon;2018;N/A - secret statistique
83015;Bauduen;2018;10
83016;Le Beausset;2018;77
83017;Belgentier;2018;N/A - secret statistique
83018;Besse-sur-Issole;2018;15
83019;Bormes-les-Mimosas;2018;121
83020;Le Bourguet;2018;N/A - secret statistique
83021;Bras;2018;15
83022;Brenon;2018;N/A - secret statistique
83023;Brignoles;2018;460
83025;Brue-Auriac;2018;47
83026;Cabasse;2018;32
83027;La Cadière-d'Azur;2018;199
83028;Callas;2018;10
83029;Callian;2018;28
83030;Camps-la-Source;2018;15
83031;Le Cannet-des-Maures;2018;170
83032;Carcès;2018;71
83033;Carnoules;2018;29
83034;Carqueiranne;2018;32
83035;Le Castellet;2018;139
83036;Cavalaire-sur-Mer;2018;21
83037;La Celle;2018;35
83038;Châteaudouble;2018;7
83039;Châteauvert;2018;11
83040;Châteauvieux;2018;6
83041;Claviers;2018;N/A - secret statistique
83042;Cogolin;2018;107
83043;Collobrières;2018;18
83044;Comps-sur-Artuby;2018;9
83045;Correns;2018;50
83046;Cotignac;2018;32
83047;La Crau;2018;288
83048;La Croix-Valmer;2018;69
83049;Cuers;2018;115
83050;Draguignan;2018;1912
83051;Entrecasteaux;2018;15
83052;Esparron;2018;6
83053;Évenos;2018;10
83054;La Farlède;2018;12
83055;Fayence;2018;19
83056;Figanières;2018;21
83057;Flassans-sur-Issole;2018;114
83058;Flayosc;2018;87
83059;Forcalqueiret;2018;10
83060;Fox-Amphoux;2018;13
83061;Fréjus;2018;399
83062;La Garde;2018;123
83063;La Garde-Freinet;2018;18
83064;Garéoult;2018;25
83065;Gassin;2018;313
83066;Ginasservis;2018;N/A - secret statistique
83067;Gonfaron;2018;57
83068;Grimaud;2018;202
83069;Hyères;2018;450
83070;Le Lavandou;2018;57
83071;La Londe-les-Maures;2018;298
83072;Lorgues;2018;147
83073;Le Luc;2018;129
83074;La Martre;2018;N/A - secret statistique
83075;Les Mayons;2018;N/A - secret statistique
83076;Mazaugues;2018;N/A - secret statistique
83077;Méounes-lès-Montrieux;2018;11
83078;Moissac-Bellevue;2018;N/A - secret statistique
83079;La Môle;2018;24
83080;Mons;2018;9
83081;Montauroux;2018;27
83082;Montferrat;2018;N/A - secret statistique
83083;Montfort-sur-Argens;2018;32
83084;Montmeyan;2018;N/A - secret statistique
83085;La Motte;2018;183
83086;Le Muy;2018;77
83087;Nans-les-Pins;2018;39
83088;Néoules;2018;N/A - secret statistique
83089;Ollières;2018;20
83090;Ollioules;2018;184
83091;Pierrefeu-du-Var;2018;150
83092;Pignans;2018;56
83093;Plan-d'Aups-Sainte-Baume;2018;N/A - secret statistique
83094;Le Plan-de-la-Tour;2018;69
83095;Pontevès;2018;16
83096;Pourcieux;2018;39
83097;Pourrières;2018;41
83098;Le Pradet;2018;75
83099;Puget-sur-Argens;2018;40
83100;Puget-Ville;2018;46
83101;Ramatuelle;2018;148
83102;Régusse;2018;N/A - secret statistique
83103;Le Revest-les-Eaux;2018;N/A - secret statistique
83104;Rians;2018;30
83105;Riboux;2018;
83106;Rocbaron;2018;10
83107;Roquebrune-sur-Argens;2018;165
83108;La Roquebrussanne;2018;36
83109;La Roque-Esclapon;2018;N/A - secret statistique
83110;Rougiers;2018;8
83111;Sainte-Anastasie-sur-Issole;2018;21
83112;Saint-Cyr-sur-Mer;2018;80
83113;Saint-Julien;2018;N/A - secret statistique
83114;Saint-Martin-de-Pallières;2018;
83115;Sainte-Maxime;2018;85
83116;Saint-Maximin-la-Sainte-Baume;2018;154
83117;Saint-Paul-en-Forêt;2018;7
83118;Saint-Raphaël;2018;119
83119;Saint-Tropez;2018;65
83120;Saint-Zacharie;2018;N/A - secret statistique
83121;Salernes;2018;N/A - secret statistique
83122;Les Salles-sur-Verdon;2018;
83123;Sanary-sur-Mer;2018;49
83124;Seillans;2018;32
83125;Seillons-Source-d'Argens;2018;17
83126;La Seyne-sur-Mer;2018;77
83127;Signes;2018;12
83128;Sillans-la-Cascade;2018;64
83129;Six-Fours-les-Plages;2018;112
83130;Solliès-Pont;2018;29
83131;Solliès-Toucas;2018;23
83132;Solliès-Ville;2018;26
83133;Tanneron;2018;52
83134;Taradeau;2018;66
83135;Tavernes;2018;8
83136;Le Thoronet;2018;21
83137;Toulon;2018;221
83138;Tourrettes;2018;40
83139;Tourtour;2018;17
83140;Tourves;2018;61
83141;Trans-en-Provence;2018;8
83142;Trigance;2018;0
83143;Le Val;2018;33
83144;La Valette-du-Var;2018;56
83145;Varages;2018;10
83146;La Verdière;2018;20
83147;Vérignon;2018;
83148;Vidauban;2018;150
83149;Villecroze;2018;35
83150;Vinon-sur-Verdon;2018;13
83151;Vins-sur-Caramy;2018;
83152;Rayol-Canadel-sur-Mer;2018;26
83153;Saint-Mandrier-sur-Mer;2018;8
83154;Saint-Antonin-du-Var;2018;29
84001;Althen-des-Paluds;2018;36
84002;Ansouis;2018;18
84003;Apt;2018;59
84004;Aubignan;2018;140
84005;Aurel;2018;N/A - secret statistique
84006;Auribeau;2018;8
84007;Avignon;2018;2189
84008;Le Barroux;2018;21
84009;La Bastide-des-Jourdans;2018;54
84010;La Bastidonne;2018;16
84011;Le Beaucet;2018;0
84012;Beaumes-de-Venise;2018;224
84013;Beaumettes;2018;N/A - secret statistique
84014;Beaumont-de-Pertuis;2018;15
84015;Beaumont-du-Ventoux;2018;12
84016;Bédarrides;2018;62
84017;Bédoin;2018;51
84018;Blauvac;2018;9
84019;Bollène;2018;102
84020;Bonnieux;2018;58
84021;Brantes;2018;N/A - secret statistique
84022;Buisson;2018;6
84023;Buoux;2018;N/A - secret statistique
84024;Cabrières-d'Aigues;2018;16
84025;Cabrières-d'Avignon;2018;28
84026;Cadenet;2018;34
84027;Caderousse;2018;20
84028;Cairanne;2018;94
84029;Camaret-sur-Aigues;2018;88
84030;Caromb;2018;146
84031;Carpentras;2018;353
84032;Caseneuve;2018;52
84033;Castellet-en-Luberon;2018;N/A - secret statistique
84034;Caumont-sur-Durance;2018;68
84035;Cavaillon;2018;744
84036;Châteauneuf-de-Gadagne;2018;117
84037;Châteauneuf-du-Pape;2018;549
84038;Cheval-Blanc;2018;58
84039;Courthézon;2018;200
84040;Crestet;2018;12
84041;Crillon-le-Brave;2018;N/A - secret statistique
84042;Cucuron;2018;32
84043;Entraigues-sur-la-Sorgue;2018;11
84044;Entrechaux;2018;15
84045;Faucon;2018;12
84046;Flassan;2018;20
84047;Gargas;2018;16
84048;Gignac;2018;
84049;Gigondas;2018;159
84050;Gordes;2018;27
84051;Goult;2018;43
84052;Grambois;2018;22
84053;Grillon;2018;12
84054;L'Isle-sur-la-Sorgue;2018;258
84055;Jonquerettes;2018;14
84056;Jonquières;2018;176
84057;Joucas;2018;11
84058;Lacoste;2018;7
84059;Lafare;2018;N/A - secret statistique
84060;Lagarde-d'Apt;2018;N/A - secret statistique
84061;Lagarde-Paréol;2018;6
84062;Lagnes;2018;50
84063;Lamotte-du-Rhône;2018;40
84064;Lapalud;2018;44
84065;Lauris;2018;18
84066;Lioux;2018;N/A - secret statistique
84067;Loriol-du-Comtat;2018;45
84068;Lourmarin;2018;22
84069;Malaucène;2018;29
84070;Malemort-du-Comtat;2018;45
84071;Maubec;2018;69
84072;Mazan;2018;104
84073;Ménerbes;2018;26
84074;Mérindol;2018;7
84075;Méthamis;2018;N/A - secret statistique
84076;Mirabeau;2018;6
84077;Modène;2018;N/A - secret statistique
84078;Mondragon;2018;75
84079;Monieux;2018;7
84080;Monteux;2018;200
84081;Morières-lès-Avignon;2018;62
84082;Mormoiron;2018;38
84083;Mornas;2018;12
84084;La Motte-d'Aigues;2018;6
84085;Murs;2018;N/A - secret statistique
84086;Oppède;2018;22
84087;Orange;2018;216
84088;Pernes-les-Fontaines;2018;241
84089;Pertuis;2018;155
84090;Peypin-d'Aigues;2018;N/A - secret statistique
84091;Piolenc;2018;143
84092;Le Pontet;2018;16
84093;Puget;2018;24
84094;Puyméras;2018;49
84095;Puyvert;2018;13
84096;Rasteau;2018;90
84097;Richerenches;2018;44
84098;Roaix;2018;32
84099;Robion;2018;41
84100;La Roque-Alric;2018;N/A - secret statistique
84101;La Roque-sur-Pernes;2018;N/A - secret statistique
84102;Roussillon;2018;69
84103;Rustrel;2018;N/A - secret statistique
84104;Sablet;2018;49
84105;Saignon;2018;N/A - secret statistique
84106;Sainte-Cécile-les-Vignes;2018;97
84107;Saint-Christol;2018;N/A - secret statistique
84108;Saint-Didier;2018;17
84109;Saint-Hippolyte-le-Graveyron;2018;20
84110;Saint-Léger-du-Ventoux;2018;
84111;Saint-Marcellin-lès-Vaison;2018;12
84112;Saint-Martin-de-Castillon;2018;38
84113;Saint-Martin-de-la-Brasque;2018;8
84114;Saint-Pantaléon;2018;N/A - secret statistique
84115;Saint-Pierre-de-Vassols;2018;14
84116;Saint-Romain-en-Viennois;2018;18
84117;Saint-Roman-de-Malegarde;2018;17
84118;Saint-Saturnin-lès-Apt;2018;21
84119;Saint-Saturnin-lès-Avignon;2018;N/A - secret statistique
84120;Saint-Trinit;2018;N/A - secret statistique
84121;Sannes;2018;7
84122;Sarrians;2018;507
84123;Sault;2018;29
84124;Saumane-de-Vaucluse;2018;6
84125;Savoillan;2018;
84126;Séguret;2018;56
84127;Sérignan-du-Comtat;2018;36
84128;Sivergues;2018;
84129;Sorgues;2018;101
84130;Suzette;2018;19
84131;Taillades;2018;N/A - secret statistique
84132;Le Thor;2018;267
84133;La Tour-d'Aigues;2018;142
84134;Travaillan;2018;53
84135;Uchaux;2018;34
84136;Vacqueyras;2018;126
84137;Vaison-la-Romaine;2018;377
84138;Valréas;2018;192
84139;Fontaine-de-Vaucluse;2018;N/A - secret statistique
84140;Vaugines;2018;0
84141;Vedène;2018;29
84142;Velleron;2018;28
84143;Venasque;2018;10
84144;Viens;2018;14
84145;Villars;2018;8
84146;Villedieu;2018;22
84147;Villelaure;2018;11
84148;Villes-sur-Auzon;2018;22
84149;Violès;2018;55
84150;Visan;2018;94
84151;Vitrolles-en-Lubéron;2018;N/A - secret statistique
85001;L'Aiguillon-sur-Mer;2018;13
85002;L'Aiguillon-sur-Vie;2018;16
85003;Aizenay;2018;144
85004;Angles;2018;11
85005;Antigny;2018;77
85006;Apremont;2018;28
85008;Aubigny-Les Clouzeaux;2018;7
85009;Auchay-sur-Vendée;2018;9
85010;Avrillé;2018;N/A - secret statistique
85011;Barbâtre;2018;9
85012;La Barre-de-Monts;2018;61
85013;Bazoges-en-Paillers;2018;21
85014;Bazoges-en-Pareds;2018;13
85015;Beaufou;2018;18
85016;Beaulieu-sous-la-Roche;2018;10
85017;Beaurepaire;2018;21
85018;Beauvoir-sur-Mer;2018;77
85019;Bellevigny;2018;309
85020;Benet;2018;19
85021;La Bernardière;2018;N/A - secret statistique
85022;Le Bernard;2018;9
85023;Bessay;2018;N/A - secret statistique
85024;Bois-de-Céné;2018;11
85025;La Boissière-de-Montaigu;2018;48
85026;La Boissière-des-Landes;2018;25
85028;Bouillé-Courdault;2018;8
85029;Bouin;2018;253
85031;Le Boupère;2018;45
85033;Bourneau;2018;N/A - secret statistique
85034;Bournezeau;2018;62
85035;Bretignolles-sur-Mer;2018;11
85036;La Bretonnière-la-Claye;2018;
85037;Breuil-Barret;2018;N/A - secret statistique
85038;Les Brouzils;2018;19
85039;La Bruffière;2018;19
85040;La Caillère-Saint-Hilaire;2018;14
85041;Cezais;2018;11
85042;Chaillé-les-Marais;2018;25
85045;La Chaize-Giraud;2018;
85046;La Chaize-le-Vicomte;2018;20
85047;Challans;2018;160
85049;Champagné-les-Marais;2018;N/A - secret statistique
85050;Le Champ-Saint-Père;2018;0
85051;Chantonnay;2018;101
85053;La Chapelle-aux-Lys;2018;N/A - secret statistique
85054;La Chapelle-Hermier;2018;0
85055;La Chapelle-Palluau;2018;N/A - secret statistique
85056;La Chapelle-Thémer;2018;12
85058;Chasnais;2018;N/A - secret statistique
85059;La Châtaigneraie;2018;61
85061;Château-Guibert;2018;N/A - secret statistique
85062;Châteauneuf;2018;8
85064;Chauché;2018;124
85065;Chavagnes-en-Paillers;2018;42
85066;Chavagnes-les-Redoux;2018;N/A - secret statistique
85067;Cheffois;2018;37
85070;Coëx;2018;35
85071;Commequiers;2018;32
85072;La Copechagnière;2018;8
85073;Corpe;2018;11
85074;La Couture;2018;N/A - secret statistique
85076;Cugand;2018;21
85077;Curzon;2018;0
85078;Damvix;2018;0
85080;Doix lès Fontaines;2018;19
85081;Dompierre-sur-Yon;2018;8
85082;Les Epesses;2018;56
85083;L'Épine;2018;150
85084;Essarts en Bocage;2018;151
85086;Falleron;2018;N/A - secret statistique
85087;Faymoreau;2018;N/A - secret statistique
85088;Le Fenouiller;2018;N/A - secret statistique
85089;La Ferrière;2018;133
85090;Sèvremont;2018;192
85092;Fontenay-le-Comte;2018;90
85093;Fougeré;2018;77
85094;Foussais-Payré;2018;56
85095;Froidfond;2018;58
85096;La Garnache;2018;25
85097;La Gaubretière;2018;25
85098;La Genétouze;2018;0
85099;Le Girouard;2018;15
85100;Givrand;2018;N/A - secret statistique
85101;Le Givre;2018;N/A - secret statistique
85102;Grand'Landes;2018;N/A - secret statistique
85103;Grosbreuil;2018;15
85104;Grues;2018;N/A - secret statistique
85105;Le Gué-de-Velluire;2018;N/A - secret statistique
85106;La Guérinière;2018;68
85108;L'Herbergement;2018;8
85109;Les Herbiers;2018;172
85110;L'Hermenault;2018;0
85111;L'Île-d'Elle;2018;N/A - secret statistique
85112;L'Île-d'Olonne;2018;N/A - secret statistique
85113;L'Île-d'Yeu;2018;26
85114;Jard-sur-Mer;2018;12
85115;La Jaudonnière;2018;N/A - secret statistique
85116;La Jonchère;2018;N/A - secret statistique
85117;Lairoux;2018;N/A - secret statistique
85118;Landeronde;2018;6
85119;Les Landes-Genusson;2018;20
85120;Landevieille;2018;6
85121;Le Langon;2018;10
85123;Liez;2018;30
85125;Loge-Fougereuse;2018;N/A - secret statistique
85126;Longèves;2018;16
85127;Longeville-sur-Mer;2018;28
85128;Luçon;2018;169
85129;Les Lucs-sur-Boulogne;2018;12
85130;Maché;2018;155
85131;Les Magnils-Reigniers;2018;N/A - secret statistique
85132;Maillé;2018;N/A - secret statistique
85133;Maillezais;2018;41
85134;Mallièvre;2018;
85135;Mareuil-sur-Lay-Dissais;2018;44
85136;Marillet;2018;
85137;Marsais-Sainte-Radégonde;2018;21
85138;Martinet;2018;23
85139;Le Mazeau;2018;N/A - secret statistique
85140;La Meilleraie-Tillay;2018;N/A - secret statistique
85141;Menomblet;2018;6
85142;La Merlatière;2018;7
85143;Mervent;2018;30
85144;Mesnard-la-Barotière;2018;11
85145;Monsireigne;2018;N/A - secret statistique
85146;Montaigu-Vendée;2018;29
85147;Montournais;2018;13
85148;Montreuil;2018;9
85149;Moreilles;2018;
85151;Mortagne-sur-Sèvre;2018;33
85152;Les Achards;2018;47
85153;Mouchamps;2018;42
85154;Mouilleron-Saint-Germain;2018;10
85155;Mouilleron-le-Captif;2018;101
85156;Moutiers-les-Mauxfaits;2018;18
85157;Moutiers-sur-le-Lay;2018;7
85158;Mouzeuil-Saint-Martin;2018;12
85159;Nalliers;2018;13
85160;Nesmy;2018;23
85161;Nieul-le-Dolent;2018;9
85162;Rives-d'Autise;2018;29
85163;Noirmoutier-en-l'Île;2018;1697
85164;Notre-Dame-de-Monts;2018;N/A - secret statistique
85167;L'Orbrie;2018;
85169;Palluau;2018;
85171;Péault;2018;N/A - secret statistique
85172;Le Perrier;2018;14
85174;Petosse;2018;13
85175;Les Pineaux;2018;N/A - secret statistique
85176;Pissotte;2018;31
85177;Les Velluire-sur-Vendée;2018;30
85178;Le Poiré-sur-Vie;2018;54
85179;Poiroux;2018;16
85181;Pouillé;2018;0
85182;Pouzauges;2018;38
85184;Puy-de-Serre;2018;N/A - secret statistique
85185;Puyravault;2018;N/A - secret statistique
85186;La Rabatelière;2018;6
85187;Réaumur;2018;60
85188;La Réorthe;2018;16
85189;Notre-Dame-de-Riez;2018;18
85190;Rocheservière;2018;24
85191;La Roche-sur-Yon;2018;1788
85192;Rochetrejoux;2018;6
85193;Rosnay;2018;19
85194;Les Sables-d'Olonne;2018;37
85196;Saint-André-Goule-d'Oie;2018;15
85197;Montréverd;2018;64
85198;Saint-Aubin-des-Ormeaux;2018;N/A - secret statistique
85199;Saint-Aubin-la-Plaine;2018;N/A - secret statistique
85200;Saint-Avaugourd-des-Landes;2018;23
85201;Saint-Benoist-sur-Mer;2018;N/A - secret statistique
85202;Sainte-Cécile;2018;11
85204;Saint-Christophe-du-Ligneron;2018;26
85205;Saint-Cyr-des-Gâts;2018;7
85206;Saint-Cyr-en-Talmondais;2018;11
85207;Saint-Denis-du-Payré;2018;N/A - secret statistique
85208;Saint-Denis-la-Chevasse;2018;24
85209;Saint-Étienne-de-Brillouet;2018;19
85210;Saint-Étienne-du-Bois;2018;17
85211;Sainte-Flaive-des-Loups;2018;15
85213;Rives de l'Yon;2018;32
85214;Sainte-Foy;2018;15
85215;Saint-Fulgent;2018;310
85216;Sainte-Gemme-la-Plaine;2018;50
85218;Saint-Georges-de-Pointindoux;2018;N/A - secret statistique
85220;Saint-Germain-de-Prinçay;2018;9
85221;Saint-Gervais;2018;26
85222;Saint-Gilles-Croix-de-Vie;2018;28
85223;Sainte-Hermine;2018;16
85226;Saint-Hilaire-de-Riez;2018;22
85227;Saint-Hilaire-des-Loges;2018;N/A - secret statistique
85229;Saint-Hilaire-de-Voust;2018;6
85231;Saint-Hilaire-la-Forêt;2018;17
85232;Saint-Hilaire-le-Vouhis;2018;14
85233;Saint-Jean-de-Beugné;2018;10
85234;Saint-Jean-de-Monts;2018;38
85235;Saint-Juire-Champgillon;2018;N/A - secret statistique
85236;Saint-Julien-des-Landes;2018;N/A - secret statistique
85237;Saint-Laurent-de-la-Salle;2018;9
85238;Saint-Laurent-sur-Sèvre;2018;62
85239;Saint-Maixent-sur-Vie;2018;N/A - secret statistique
85240;Saint-Malô-du-Bois;2018;8
85242;Saint-Mars-la-Réorthe;2018;25
85243;Brem-sur-Mer;2018;17
85244;Saint-Martin-de-Fraigneau;2018;8
85245;Saint-Martin-des-Fontaines;2018;N/A - secret statistique
85246;Saint-Martin-des-Noyers;2018;21
85247;Saint-Martin-des-Tilleuls;2018;6
85248;Saint-Martin-Lars-en-Sainte-Hermine;2018;14
85250;Saint-Mathurin;2018;7
85251;Saint-Maurice-des-Noues;2018;24
85252;Saint-Maurice-le-Girard;2018;8
85254;Saint-Mesmin;2018;N/A - secret statistique
85255;Saint-Michel-en-l'Herm;2018;39
85256;Saint-Michel-le-Cloucq;2018;N/A - secret statistique
85259;Saint-Paul-en-Pareds;2018;10
85260;Saint-Paul-Mont-Penit;2018;N/A - secret statistique
85261;Sainte-Pexine;2018;N/A - secret statistique
85262;Saint-Philbert-de-Bouaine;2018;38
85264;Saint-Pierre-du-Chemin;2018;54
85265;Saint-Pierre-le-Vieux;2018;9
85266;Saint-Prouant;2018;N/A - secret statistique
85267;Sainte-Radégonde-des-Noyers;2018;13
85268;Saint-Révérend;2018;7
85269;Saint-Sigismond;2018;N/A - secret statistique
85271;Saint-Sulpice-en-Pareds;2018;N/A - secret statistique
85273;Saint-Urbain;2018;14
85274;Saint-Valérien;2018;N/A - secret statistique
85276;Saint-Vincent-Sterlanges;2018;N/A - secret statistique
85277;Saint-Vincent-sur-Graon;2018;11
85278;Saint-Vincent-sur-Jard;2018;16
85280;Sallertaine;2018;46
85281;Sérigné;2018;N/A - secret statistique
85282;Sigournais;2018;6
85284;Soullans;2018;51
85285;Le Tablier;2018;N/A - secret statistique
85286;La Taillée;2018;N/A - secret statistique
85287;Tallud-Sainte-Gemme;2018;27
85288;Talmont-Saint-Hilaire;2018;148
85289;La Tardière;2018;28
85290;Thiré;2018;6
85291;Thorigny;2018;13
85292;Thouarsais-Bouildroux;2018;N/A - secret statistique
85293;Tiffauges;2018;N/A - secret statistique
85294;La Tranche-sur-Mer;2018;N/A - secret statistique
85295;Treize-Septiers;2018;10
85296;Treize-Vents;2018;N/A - secret statistique
85297;Triaize;2018;7
85298;Vairé;2018;10
85300;Venansault;2018;25
85301;Vendrennes;2018;15
85302;Chanverrie;2018;70
85303;Vix;2018;88
85304;Vouillé-les-Marais;2018;18
85305;Vouvant;2018;12
85306;Xanton-Chassenon;2018;8
85307;La Faute-sur-Mer;2018;N/A - secret statistique
86001;Adriers;2018;29
86002;Amberre;2018;N/A - secret statistique
86003;Anché;2018;10
86004;Angles-sur-l'Anglin;2018;N/A - secret statistique
86005;Angliers;2018;N/A - secret statistique
86006;Antigny;2018;N/A - secret statistique
86007;Antran;2018;N/A - secret statistique
86008;Arçay;2018;N/A - secret statistique
86009;Archigny;2018;8
86010;Aslonnes;2018;11
86011;Asnières-sur-Blour;2018;6
86012;Asnois;2018;N/A - secret statistique
86013;Aulnay;2018;0
86014;Availles-en-Châtellerault;2018;9
86015;Availles-Limouzine;2018;10
86016;Avanton;2018;8
86017;Ayron;2018;14
86018;Basses;2018;7
86019;Beaumont Saint-Cyr;2018;40
86020;Bellefonds;2018;11
86022;Berrie;2018;9
86023;Berthegon;2018;N/A - secret statistique
86024;Béruges;2018;6
86025;Béthines;2018;N/A - secret statistique
86026;Beuxes;2018;N/A - secret statistique
86027;Biard;2018;N/A - secret statistique
86028;Bignoux;2018;
86029;Blanzay;2018;16
86031;Bonnes;2018;14
86032;Bonneuil-Matours;2018;19
86034;Bouresse;2018;N/A - secret statistique
86035;Bourg-Archambault;2018;6
86036;Bournand;2018;N/A - secret statistique
86037;Brigueil-le-Chantre;2018;16
86038;Brion;2018;N/A - secret statistique
86039;Brux;2018;N/A - secret statistique
86040;La Bussière;2018;N/A - secret statistique
86041;Buxerolles;2018;10
86042;Buxeuil;2018;N/A - secret statistique
86044;Ceaux-en-Loudun;2018;8
86045;Celle-Lévescault;2018;34
86046;Cenon-sur-Vienne;2018;N/A - secret statistique
86047;Cernay;2018;N/A - secret statistique
86048;Chabournay;2018;N/A - secret statistique
86049;Chalais;2018;N/A - secret statistique
86050;Chalandray;2018;45
86051;Champagné-le-Sec;2018;10
86052;Champagné-Saint-Hilaire;2018;20
86053;Champigny en Rochereau;2018;12
86054;Champniers;2018;N/A - secret statistique
86055;La Chapelle-Bâton;2018;12
86058;La Chapelle-Moulière;2018;N/A - secret statistique
86059;Chapelle-Viviers;2018;N/A - secret statistique
86061;Charroux;2018;22
86062;Chasseneuil-du-Poitou;2018;411
86063;Chatain;2018;N/A - secret statistique
86064;Château-Garnier;2018;7
86065;Château-Larcher;2018;N/A - secret statistique
86066;Châtellerault;2018;121
86068;Chaunay;2018;132
86069;La Chaussée;2018;N/A - secret statistique
86070;Chauvigny;2018;66
86072;Chenevelles;2018;6
86073;Cherves;2018;N/A - secret statistique
86074;Chiré-en-Montreuil;2018;N/A - secret statistique
86075;Chouppes;2018;25
86076;Cissé;2018;31
86077;Civaux;2018;13
86078;Civray;2018;207
86079;La Roche-Rigault;2018;18
86080;Cloué;2018;11
86081;Colombiers;2018;N/A - secret statistique
86082;Valence-en-Poitou;2018;6
86083;Coulombiers;2018;24
86084;Coulonges;2018;16
86085;Coussay;2018;N/A - secret statistique
86086;Coussay-les-Bois;2018;N/A - secret statistique
86087;Craon;2018;6
86088;Croutelle;2018;
86089;Cuhon;2018;N/A - secret statistique
86090;Curçay-sur-Dive;2018;20
86091;Curzay-sur-Vonne;2018;14
86092;Dangé-Saint-Romain;2018;118
86093;Dercé;2018;N/A - secret statistique
86094;Dienné;2018;10
86095;Dissay;2018;72
86096;Doussay;2018;8
86097;La Ferrière-Airoux;2018;9
86098;Fleix;2018;N/A - secret statistique
86099;Fleuré;2018;N/A - secret statistique
86100;Fontaine-le-Comte;2018;33
86102;Frozes;2018;N/A - secret statistique
86103;Gençay;2018;31
86104;Genouillé;2018;N/A - secret statistique
86105;Gizay;2018;
86106;Glénouze;2018;0
86107;Gouex;2018;N/A - secret statistique
86108;La Grimaudière;2018;6
86109;Guesnes;2018;N/A - secret statistique
86110;Haims;2018;N/A - secret statistique
86111;Ingrandes;2018;51
86112;L'Isle-Jourdain;2018;
86113;Iteuil;2018;6
86114;Jardres;2018;N/A - secret statistique
86115;Jaunay-Marigny;2018;176
86116;Jazeneuil;2018;8
86117;Jouhet;2018;6
86118;Journet;2018;15
86119;Joussé;2018;9
86120;Lathus-Saint-Rémy;2018;79
86121;Latillé;2018;N/A - secret statistique
86122;Lauthiers;2018;N/A - secret statistique
86123;Boivre-la-Vallée;2018;20
86124;Lavoux;2018;N/A - secret statistique
86125;Leigné-les-Bois;2018;N/A - secret statistique
86126;Leignes-sur-Fontaine;2018;9
86127;Leigné-sur-Usseau;2018;N/A - secret statistique
86128;Lencloître;2018;N/A - secret statistique
86129;Lésigny;2018;N/A - secret statistique
86130;Leugny;2018;N/A - secret statistique
86131;Lhommaizé;2018;8
86132;Liglet;2018;8
86133;Ligugé;2018;N/A - secret statistique
86134;Linazay;2018;18
86135;Liniers;2018;11
86136;Lizant;2018;N/A - secret statistique
86137;Loudun;2018;70
86138;Luchapt;2018;N/A - secret statistique
86139;Lusignan;2018;N/A - secret statistique
86140;Lussac-les-Châteaux;2018;25
86141;Magné;2018;10
86142;Maillé;2018;N/A - secret statistique
86143;Mairé;2018;N/A - secret statistique
86144;Maisonneuve;2018;11
86145;Marçay;2018;10
86147;Marigny-Chemereau;2018;7
86148;Marnay;2018;N/A - secret statistique
86149;Martaizé;2018;N/A - secret statistique
86150;Massognes;2018;N/A - secret statistique
86151;Maulay;2018;15
86152;Mauprévoir;2018;6
86153;Mazerolles;2018;N/A - secret statistique
86154;Mazeuil;2018;N/A - secret statistique
86156;Messemé;2018;8
86157;Mignaloux-Beauvoir;2018;334
86158;Migné-Auxances;2018;32
86159;Millac;2018;15
86160;Mirebeau;2018;25
86161;Moncontour;2018;22
86162;Mondion;2018;N/A - secret statistique
86163;Montamisé;2018;12
86164;Monthoiron;2018;0
86165;Montmorillon;2018;178
86167;Monts-sur-Guesnes;2018;N/A - secret statistique
86169;Morton;2018;27
86170;Moulismes;2018;N/A - secret statistique
86171;Moussac;2018;7
86172;Mouterre-sur-Blourde;2018;N/A - secret statistique
86173;Mouterre-Silly;2018;22
86174;Naintré;2018;33
86175;Nalliers;2018;N/A - secret statistique
86176;Nérignac;2018;
86177;Neuville-de-Poitou;2018;98
86178;Nieuil-l'Espoir;2018;8
86180;Nouaillé-Maupertuis;2018;N/A - secret statistique
86181;Nueil-sous-Faye;2018;N/A - secret statistique
86182;Orches;2018;N/A - secret statistique
86183;Les Ormes;2018;N/A - secret statistique
86184;Ouzilly;2018;7
86186;Oyré;2018;N/A - secret statistique
86187;Paizay-le-Sec;2018;8
86189;Payroux;2018;N/A - secret statistique
86190;Persac;2018;15
86191;Pindray;2018;N/A - secret statistique
86192;Plaisance;2018;N/A - secret statistique
86193;Pleumartin;2018;N/A - secret statistique
86194;Poitiers;2018;1052
86195;Port-de-Piles;2018;0
86196;Pouançay;2018;6
86197;Pouant;2018;17
86198;Pouillé;2018;N/A - secret statistique
86200;Pressac;2018;20
86201;Prinçay;2018;N/A - secret statistique
86202;La Puye;2018;7
86203;Queaux;2018;6
86204;Quinçay;2018;N/A - secret statistique
86205;Ranton;2018;N/A - secret statistique
86206;Raslay;2018;
86207;La Roche-Posay;2018;N/A - secret statistique
86209;Roches-Prémarie-Andillé;2018;27
86210;Roiffé;2018;35
86211;Romagne;2018;49
86213;Rouillé;2018;17
86214;Saint-Benoît;2018;19
86217;Saint-Christophe;2018;7
86218;Saint-Clair;2018;N/A - secret statistique
