Commune 2020;Libellé;Annee;retraités non-salariés agricoles;retraités salariés agricoles
35260;Saint-Christophe-des-Bois;2019;58;38
35261;Saint-Christophe-de-Valains;2019;18;9
35262;Sainte-Colombe;2019;21;19
35263;Saint-Coulomb;2019;112;125
35264;Saint-Didier;2019;83;64
35265;Saint-Domineuc;2019;96;103
35266;Saint-Erblon;2019;40;112
35268;Saint-Ganton;2019;37;27
35270;Saint-Georges-de-Gréhaigne;2019;28;34
35271;Saint-Georges-de-Reintembault;2019;239;169
35272;Saint-Germain-du-Pinel;2019;60;53
35273;Saint-Germain-en-Coglès;2019;189;117
35274;Saint-Germain-sur-Ille;2019;16;26
35275;Saint-Gilles;2019;133;218
35276;Saint-Gondran;2019;21;25
35277;Saint-Gonlay;2019;31;21
35278;Saint-Grégoire;2019;150;279
35279;Saint-Guinoux;2019;30;43
35280;Saint-Hilaire-des-Landes;2019;76;65
35281;Saint-Jacques-de-la-Lande;2019;105;263
35282;Rives-du-Couesnon;2019;223;144
35283;Saint-Jean-sur-Vilaine;2019;46;42
35284;Saint-Jouan-des-Guérets;2019;87;119
35285;Saint-Just;2019;94;65
35286;Saint-Léger-des-Prés;2019;23;8
35287;Saint-Lunaire;2019;38;69
35288;Saint-Malo;2019;632;1753
35289;Saint-Malo-de-Phily;2019;42;56
35290;Saint-Malon-sur-Mel;2019;40;29
35291;Saint-Marcan;2019;30;39
35292;Saint-Marc-le-Blanc;2019;108;113
35294;Sainte-Marie;2019;92;89
35295;Saint-Maugan;2019;37;26
35296;Saint-Médard-sur-Ille;2019;34;46
35297;Saint-Méen-le-Grand;2019;359;406
35299;Saint-Méloir-des-Ondes;2019;195;224
35300;Saint-M'Hervé;2019;135;88
35302;Saint-Onen-la-Chapelle;2019;65;61
35304;Saint-Ouen-des-Alleux;2019;68;72
35305;Saint-Péran;2019;11;10
35306;Saint-Père-Marc-en-Poulet;2019;89;91
35307;Saint-Pern;2019;78;67
35308;Mesnil-Roc'h;2019;149;166
35309;Saint-Rémy-du-Plain;2019;55;49
35310;Saint-Sauveur-des-Landes;2019;100;60
35311;Saint-Séglin;2019;39;34
35312;Saint-Senoux;2019;33;58
35314;Saint-Suliac;2019;26;26
35315;Saint-Sulpice-la-Forêt;2019;17;39
35316;Saint-Sulpice-des-Landes;2019;41;41
35317;Saint-Symphorien;2019;16;15
35318;Saint-Thual;2019;45;31
35319;Saint-Thurial;2019;73;78
35320;Saint-Uniac;2019;18;25
35321;Saulnières;2019;35;46
35322;Le Sel-de-Bretagne;2019;51;37
35324;La Selle-en-Luitré;2019;47;31
35325;La Selle-Guerchaise;2019;9;10
35326;Sens-de-Bretagne;2019;203;167
35327;Servon-sur-Vilaine;2019;106;159
35328;Sixt-sur-Aff;2019;171;141
35329;Sougéal;2019;63;55
35330;Taillis;2019;74;44
35331;Talensac;2019;74;113
35332;Teillay;2019;59;64
35333;Le Theil-de-Bretagne;2019;76;111
35334;Thorigné-Fouillard;2019;100;232
35335;Thourie;2019;53;34
35336;Le Tiercent;2019;10;10
35337;Tinténiac;2019;197;189
35338;Torcé;2019;60;65
35339;Trans-la-Forêt;2019;39;41
35340;Treffendel;2019;68;37
35342;Trémeheuc;2019;26;17
35343;Tresbœuf;2019;73;62
35345;Trévérien;2019;46;29
35346;Trimer;2019;11;N/A - secret statistique
35347;Val-d'Izé;2019;208;140
35350;Vergéal;2019;42;39
35351;Le Verger;2019;30;54
35352;Vern-sur-Seiche;2019;119;345
35353;Vezin-le-Coquet;2019;99;176
35354;Vieux-Viel;2019;36;29
35355;Vieux-Vy-sur-Couesnon;2019;66;50
35356;Vignoc;2019;44;44
35357;Villamée;2019;37;25
35358;La Ville-ès-Nonais;2019;24;25
35359;Visseiche;2019;48;47
35360;Vitré;2019;809;1065
35361;Le Vivier-sur-Mer;2019;33;78
35362;Le Tronchet;2019;22;55
35363;Pont-Péan;2019;45;130
36001;Aigurande;2019;204;163
36002;Aize;2019;12;10
36003;Ambrault;2019;21;34
36004;Anjouin;2019;23;41
36005;Ardentes;2019;121;275
36006;Argenton-sur-Creuse;2019;143;277
36007;Argy;2019;45;66
36008;Arpheuilles;2019;34;32
36009;Arthon;2019;52;65
36010;Azay-le-Ferron;2019;91;117
36011;Bagneux;2019;23;16
36012;Baraize;2019;44;23
36013;Baudres;2019;44;60
36014;Bazaiges;2019;22;18
36015;Beaulieu;2019;9;11
36016;Bélâbre;2019;64;95
36017;La Berthenoux;2019;51;39
36018;Le Blanc;2019;283;474
36019;Bommiers;2019;22;20
36020;Bonneuil;2019;13;7
36021;Les Bordes;2019;15;45
36022;Bouesse;2019;31;55
36023;Bouges-le-Château;2019;29;41
36024;Bretagne;2019;6;6
36025;Briantes;2019;44;47
36026;Brion;2019;27;44
36027;Brives;2019;14;14
36028;La Buxerette;2019;17;13
36029;Buxeuil;2019;15;18
36030;Buxières-d'Aillac;2019;19;21
36031;Buzançais;2019;243;425
36032;Ceaulmont;2019;26;34
36033;Celon;2019;17;20
36034;Chabris;2019;108;218
36035;Chaillac;2019;105;119
36036;Chalais;2019;13;9
36037;La Champenoise;2019;20;28
36038;Champillet;2019;9;14
36040;La Chapelle-Orthemale;2019;12;6
36041;La Chapelle-Saint-Laurian;2019;28;21
36042;Chasseneuil;2019;41;41
36043;Chassignolles;2019;56;51
36044;Châteauroux;2019;583;2045
36045;Châtillon-sur-Indre;2019;243;431
36046;La Châtre;2019;290;379
36047;La Châtre-Langlin;2019;63;40
36048;Chavin;2019;17;19
36049;Chazelet;2019;12;10
36050;Chezelles;2019;15;38
36051;Chitray;2019;16;14
36052;Chouday;2019;12;6
36053;Ciron;2019;40;42
36054;Cléré-du-Bois;2019;34;30
36055;Clion;2019;110;127
36056;Cluis;2019;112;107
36057;Coings;2019;27;45
36058;Concremiers;2019;35;43
36059;Condé;2019;8;10
36060;Crevant;2019;97;59
36061;Crozon-sur-Vauvre;2019;66;37
36062;Cuzion;2019;33;31
36063;Déols;2019;98;405
36064;Diors;2019;15;34
36065;Diou;2019;19;29
36066;Douadic;2019;36;37
36067;Dunet;2019;N/A - secret statistique;7
36068;Dun-le-Poëlier;2019;28;41
36069;Écueillé;2019;144;179
36070;Éguzon-Chantôme;2019;99;91
36071;Étrechet;2019;32;57
36073;Feusines;2019;24;14
36074;Fléré-la-Rivière;2019;60;84
36075;Fontenay;2019;14;7
36076;Fontgombault;2019;7;15
36077;Fontguenand;2019;23;27
36078;Fougerolles;2019;28;25
36079;Francillon;2019;N/A - secret statistique;N/A - secret statistique
36080;Frédille;2019;9;7
36081;Gargilesse-Dampierre;2019;22;20
36082;Gehée;2019;31;39
36083;Giroux;2019;11;12
36084;Gournay;2019;16;19
36085;Guilly;2019;24;24
36086;Heugnes;2019;36;42
36087;Ingrandes;2019;20;35
36088;Issoudun;2019;253;710
36089;Jeu-les-Bois;2019;21;18
36090;Jeu-Maloches;2019;22;21
36091;Lacs;2019;40;57
36092;Langé;2019;30;34
36093;Levroux;2019;212;327
36094;Lignac;2019;58;47
36095;Lignerolles;2019;20;12
36096;Lingé;2019;31;22
36097;Liniez;2019;15;15
36098;Lizeray;2019;12;6
36099;Lourdoueix-Saint-Michel;2019;52;39
36100;Lourouer-Saint-Laurent;2019;18;21
36101;Luant;2019;29;79
36102;Luçay-le-Libre;2019;14;7
36103;Luçay-le-Mâle;2019;150;242
36104;Lurais;2019;21;24
36105;Lureuil;2019;22;17
36106;Luzeret;2019;16;21
36107;Lye;2019;100;85
36108;Lys-Saint-Georges;2019;15;13
36109;Le Magny;2019;64;93
36110;Maillet;2019;32;25
36111;Malicornay;2019;18;19
36112;Mâron;2019;23;47
36113;Martizay;2019;90;137
36114;Mauvières;2019;23;25
36115;Menetou-sur-Nahon;2019;9;8
36116;Ménétréols-sous-Vatan;2019;15;8
36117;Le Menoux;2019;12;11
36118;Méobecq;2019;20;35
36119;Mérigny;2019;57;67
36120;Mers-sur-Indre;2019;31;20
36121;Meunet-Planches;2019;10;7
36122;Meunet-sur-Vatan;2019;9;16
36123;Mézières-en-Brenne;2019;76;139
36124;Migné;2019;23;23
36125;Migny;2019;N/A - secret statistique;N/A - secret statistique
36126;Montchevrier;2019;81;68
36127;Montgivray;2019;67;126
36128;Montierchaume;2019;39;85
36129;Montipouret;2019;34;42
36130;Montlevicq;2019;16;8
36131;Mosnay;2019;27;33
36132;La Motte-Feuilly;2019;N/A - secret statistique;N/A - secret statistique
36133;Mouhers;2019;27;17
36134;Mouhet;2019;61;45
36135;Moulins-sur-Céphons;2019;57;36
36136;Murs;2019;16;9
36137;Néons-sur-Creuse;2019;18;19
36138;Néret;2019;32;21
36139;Neuillay-les-Bois;2019;33;38
36140;Neuvy-Pailloux;2019;34;88
36141;Neuvy-Saint-Sépulchre;2019;125;167
36142;Niherne;2019;43;99
36143;Nohant-Vic;2019;31;28
36144;Nuret-le-Ferron;2019;27;24
36145;Obterre;2019;20;28
36146;Orsennes;2019;112;79
36147;Orville;2019;6;8
36148;Oulches;2019;22;40
36149;Palluau-sur-Indre;2019;70;64
36150;Parnac;2019;68;39
36152;Paudy;2019;26;33
36153;Paulnay;2019;43;41
36154;Le Pêchereau;2019;60;94
36155;Pellevoisin;2019;69;100
36156;Pérassay;2019;47;31
36157;La Pérouille;2019;29;30
36158;Badecon-le-Pin;2019;26;31
36159;Le Poinçonnet;2019;109;287
36160;Pommiers;2019;21;21
36161;Le Pont-Chrétien-Chabenet;2019;28;49
36162;Poulaines;2019;95;86
36163;Pouligny-Notre-Dame;2019;70;55
36164;Pouligny-Saint-Martin;2019;27;17
36165;Pouligny-Saint-Pierre;2019;69;78
36166;Préaux;2019;34;21
36167;Preuilly-la-Ville;2019;16;21
36168;Prissac;2019;60;45
36169;Pruniers;2019;31;35
36170;Reboursin;2019;7;7
36171;Reuilly;2019;62;132
36172;Rivarennes;2019;35;39
36173;Rosnay;2019;43;39
36174;Roussines;2019;42;35
36175;Rouvres-les-Bois;2019;52;43
36176;Ruffec;2019;39;51
36177;Sacierges-Saint-Martin;2019;33;31
36178;Saint-Aigny;2019;16;18
36179;Saint-Aoustrille;2019;14;N/A - secret statistique
36180;Saint-Août;2019;88;93
36181;Saint-Aubin;2019;12;N/A - secret statistique
36182;Saint-Benoît-du-Sault;2019;37;58
36184;Saint-Chartier;2019;39;37
36185;Saint-Christophe-en-Bazelle;2019;24;41
36186;Saint-Christophe-en-Boucherie;2019;23;20
36187;Saint-Civran;2019;17;19
36188;Saint-Cyran-du-Jambot;2019;12;19
36189;Saint-Denis-de-Jouhet;2019;140;91
36190;Sainte-Fauste;2019;21;17
36191;Saint-Florentin;2019;30;48
36192;Saint-Gaultier;2019;79;157
36193;Sainte-Gemme;2019;15;19
36194;Saint-Genou;2019;45;97
36195;Saint-Georges-sur-Arnon;2019;9;20
36196;Saint-Gilles;2019;8;14
36197;Saint-Hilaire-sur-Benaize;2019;26;20
36198;Saint-Lactencin;2019;34;33
36199;Sainte-Lizaigne;2019;26;54
36200;Saint-Marcel;2019;54;93
36202;Saint-Maur;2019;82;180
36203;Saint-Médard;2019;N/A - secret statistique;N/A - secret statistique
36204;Saint-Michel-en-Brenne;2019;21;47
36205;Saint-Pierre-de-Jards;2019;8;10
36207;Saint-Plantaire;2019;78;48
36208;Sainte-Sévère-sur-Indre;2019;136;108
36209;Saint-Valentin;2019;16;24
36210;Sarzay;2019;24;25
36211;Sassierges-Saint-Germain;2019;22;27
36212;Saulnay;2019;12;13
36213;Sauzelles;2019;34;37
36214;Sazeray;2019;42;29
36215;Ségry;2019;8;23
36216;Selles-sur-Nahon;2019;7;N/A - secret statistique
36217;Sembleçay;2019;11;6
36218;Sougé;2019;13;12
36219;Tendu;2019;18;31
36220;Thenay;2019;23;59
36221;Thevet-Saint-Julien;2019;46;49
36222;Thizay;2019;9;18
36223;Tilly;2019;21;18
36224;Tournon-Saint-Martin;2019;81;120
36225;Le Tranger;2019;23;29
36226;Tranzault;2019;25;35
36227;Urciers;2019;26;29
36228;Valençay;2019;156;254
36229;Val-Fouzon;2019;68;87
36230;Vatan;2019;121;199
36231;Velles;2019;40;62
36232;Vendœuvres;2019;39;100
36233;La Vernelle;2019;33;54
36234;Verneuil-sur-Igneraie;2019;12;27
36235;Veuil;2019;21;24
36236;Vicq-Exemplet;2019;44;35
36237;Vicq-sur-Nahon;2019;103;99
36238;Vigoulant;2019;11;7
36239;Vigoux;2019;30;30
36240;Vijon;2019;31;31
36241;Villedieu-sur-Indre;2019;81;168
36242;Villegongis;2019;N/A - secret statistique;10
36243;Villegouin;2019;55;50
36244;Villentrois-Faverolles-en-Berry;2019;104;126
36246;Villiers;2019;24;18
36247;Vineuil;2019;33;67
36248;Vouillon;2019;8;22
37001;Abilly;2019;68;118
37002;Ambillou;2019;42;84
37003;Amboise;2019;185;625
37004;Anché;2019;18;46
37005;Antogny-le-Tillac;2019;26;48
37006;Artannes-sur-Indre;2019;69;139
37007;Assay;2019;23;25
37008;Athée-sur-Cher;2019;71;103
37009;Autrèche;2019;15;12
37010;Auzouer-en-Touraine;2019;77;117
37011;Avoine;2019;46;124
37012;Avon-les-Roches;2019;48;63
37013;Avrillé-les-Ponceaux;2019;22;42
37014;Azay-le-Rideau;2019;80;240
37015;Azay-sur-Cher;2019;48;103
37016;Azay-sur-Indre;2019;17;28
37018;Ballan-Miré;2019;135;377
37019;Barrou;2019;38;44
37020;Beaulieu-lès-Loches;2019;46;191
37021;Beaumont-Louestault;2019;55;90
37022;Beaumont-en-Véron;2019;77;162
37023;Beaumont-Village;2019;26;36
37024;Benais;2019;37;65
37025;Berthenay;2019;20;21
37026;Betz-le-Château;2019;73;69
37027;Bléré;2019;177;358
37028;Bossay-sur-Claise;2019;90;110
37029;Bossée;2019;25;31
37030;Le Boulay;2019;32;39
37031;Bourgueil;2019;201;330
37032;Bournan;2019;19;20
37033;Boussay;2019;17;19
37034;Braslou;2019;40;59
37035;Braye-sous-Faye;2019;25;34
37036;Braye-sur-Maulne;2019;20;16
37037;Brèches;2019;16;33
37038;Bréhémont;2019;29;41
37039;Bridoré;2019;29;62
37040;Brizay;2019;17;29
37041;Bueil-en-Touraine;2019;18;31
37042;Candes-Saint-Martin;2019;12;18
37043;Cangey;2019;33;43
37044;La Celle-Guenand;2019;31;54
37045;La Celle-Saint-Avant;2019;33;119
37046;Céré-la-Ronde;2019;42;51
37047;Cerelles;2019;24;50
37048;Chambon;2019;31;39
37049;Chambourg-sur-Indre;2019;52;86
37050;Chambray-lès-Tours;2019;126;438
37051;Champigny-sur-Veude;2019;61;97
37052;Chançay;2019;52;64
37053;Chanceaux-près-Loches;2019;8;11
37054;Chanceaux-sur-Choisille;2019;24;151
37055;Channay-sur-Lathan;2019;43;66
37056;La Chapelle-aux-Naux;2019;19;54
37057;La Chapelle-Blanche-Saint-Martin;2019;50;65
37058;La Chapelle-sur-Loire;2019;82;121
37059;Charentilly;2019;20;42
37060;Chargé;2019;40;46
37061;Charnizay;2019;61;61
37062;Château-la-Vallière;2019;131;196
37063;Château-Renault;2019;135;405
37064;Chaumussay;2019;21;29
37065;Chaveignes;2019;49;101
37066;Chédigny;2019;33;34
37067;Cheillé;2019;46;109
37068;Chemillé-sur-Dême;2019;56;56
37069;Chemillé-sur-Indrois;2019;15;18
37070;Chenonceaux;2019;7;17
37071;Chezelles;2019;15;14
37072;Chinon;2019;231;574
37073;Chisseaux;2019;17;35
37074;Chouzé-sur-Loire;2019;134;169
37075;Cigogné;2019;14;24
37076;Cinais;2019;15;36
37077;Cinq-Mars-la-Pile;2019;46;182
37078;Ciran;2019;23;21
37079;Civray-de-Touraine;2019;51;100
37080;Civray-sur-Esves;2019;6;14
37081;Cléré-les-Pins;2019;47;86
37082;Continvoir;2019;32;42
37083;Cormery;2019;41;110
37084;Couesmes;2019;32;49
37085;Courçay;2019;29;45
37086;Courcelles-de-Touraine;2019;21;28
37087;Courcoué;2019;24;36
37088;Couziers;2019;9;8
37089;Cravant-les-Côteaux;2019;66;89
37090;Crissay-sur-Manse;2019;12;9
37091;La Croix-en-Touraine;2019;62;142
37092;Crotelles;2019;24;31
37093;Crouzilles;2019;28;71
37094;Cussay;2019;37;50
37095;Dame-Marie-les-Bois;2019;N/A - secret statistique;14
37096;Dierre;2019;14;21
37097;Dolus-le-Sec;2019;21;35
37098;Draché;2019;20;50
37099;Druye;2019;27;32
37100;Épeigné-les-Bois;2019;20;28
37101;Épeigné-sur-Dême;2019;15;13
37103;Esves-le-Moutier;2019;12;9
37104;Esvres;2019;86;271
37105;Faye-la-Vineuse;2019;39;52
37106;La Ferrière;2019;6;16
37107;Ferrière-Larçon;2019;26;30
37108;Ferrière-sur-Beaulieu;2019;23;49
37109;Fondettes;2019;126;396
37110;Francueil;2019;51;77
37111;Genillé;2019;96;164
37112;Gizeux;2019;39;57
37113;Le Grand-Pressigny;2019;71;99
37114;La Guerche;2019;6;23
37115;Descartes;2019;220;436
37116;Les Hermites;2019;46;41
37117;Hommes;2019;37;69
37118;Huismes;2019;53;89
37119;L'Île-Bouchard;2019;103;249
37121;Jaulnay;2019;24;29
37122;Joué-lès-Tours;2019;300;1516
37123;Langeais;2019;134;337
37124;Larçay;2019;22;108
37125;Lémeré;2019;30;43
37126;Lerné;2019;20;27
37127;Le Liège;2019;25;21
37128;Lignières-de-Touraine;2019;96;96
37129;Ligré;2019;58;101
37130;Ligueil;2019;192;355
37131;Limeray;2019;55;65
37132;Loches;2019;316;657
37133;Loché-sur-Indrois;2019;51;53
37134;Louans;2019;46;46
37136;Le Louroux;2019;28;30
37137;Lublé;2019;17;11
37138;Lussault-sur-Loire;2019;13;33
37139;Luynes;2019;79;245
37140;Luzé;2019;19;29
37141;Luzillé;2019;44;50
37142;Maillé;2019;34;63
37143;Manthelan;2019;76;134
37144;Marçay;2019;51;53
37145;Marcé-sur-Esves;2019;12;28
37146;Marcilly-sur-Maulne;2019;14;15
37147;Marcilly-sur-Vienne;2019;25;60
37148;Marigny-Marmande;2019;59;64
37149;Marray;2019;17;22
37150;Mazières-de-Touraine;2019;36;73
37151;La Membrolle-sur-Choisille;2019;53;138
37152;Mettray;2019;39;104
37153;Monnaie;2019;82;199
37154;Montbazon;2019;48;162
37155;Monthodon;2019;48;46
37156;Montlouis-sur-Loire;2019;158;483
37157;Montrésor;2019;12;43
37158;Montreuil-en-Touraine;2019;26;49
37159;Monts;2019;92;354
37160;Morand;2019;17;21
37161;Mosnes;2019;45;43
37162;Mouzay;2019;22;39
37163;Nazelles-Négron;2019;88;230
37165;Neuil;2019;10;30
37166;Neuillé-le-Lierre;2019;24;37
37167;Neuillé-Pont-Pierre;2019;91;179
37168;Neuilly-le-Brignon;2019;21;36
37169;Neuville-sur-Brenne;2019;22;44
37170;Neuvy-le-Roi;2019;89;102
37171;Noizay;2019;60;87
37172;Notre-Dame-d'Oé;2019;56;177
37173;Nouans-les-Fontaines;2019;77;92
37174;Nouâtre;2019;28;70
37175;Nouzilly;2019;39;68
37176;Noyant-de-Touraine;2019;37;75
37177;Orbigny;2019;56;88
37178;Panzoult;2019;49;72
37179;Parçay-Meslay;2019;40;101
37180;Parçay-sur-Vienne;2019;39;75
37181;Paulmy;2019;24;36
37182;Pernay;2019;26;57
37183;Perrusson;2019;78;158
37184;Le Petit-Pressigny;2019;44;35
37185;Pocé-sur-Cisse;2019;35;92
37186;Pont-de-Ruan;2019;13;34
37187;Ports;2019;24;47
37188;Pouzay;2019;36;54
37189;Preuilly-sur-Claise;2019;115;189
37190;Pussigny;2019;22;30
37191;Razines;2019;14;30
37192;Reignac-sur-Indre;2019;53;90
37193;Restigné;2019;106;113
37194;Reugny;2019;49;94
37195;La Riche;2019;106;378
37196;Richelieu;2019;106;266
37197;Rigny-Ussé;2019;31;43
37198;Rillé;2019;18;36
37199;Rilly-sur-Vienne;2019;25;40
37200;Rivarennes;2019;34;57
37201;Rivière;2019;25;58
37202;La Roche-Clermault;2019;33;46
37203;Rochecorbon;2019;52;130
37204;Rouziers-de-Touraine;2019;31;49
37205;Saché;2019;32;88
37206;Saint-Antoine-du-Rocher;2019;23;64
37207;Saint-Aubin-le-Dépeint;2019;17;39
37208;Saint-Avertin;2019;106;519
37210;Saint-Benoît-la-Forêt;2019;36;60
37211;Saint-Branchs;2019;109;192
37212;Sainte-Catherine-de-Fierbois;2019;23;49
37213;Saint-Christophe-sur-le-Nais;2019;68;118
37214;Saint-Cyr-sur-Loire;2019;140;554
37216;Saint-Épain;2019;110;132
37217;Saint-Étienne-de-Chigny;2019;19;57
37218;Saint-Flovier;2019;61;87
37219;Saint-Genouph;2019;34;56
37220;Saint-Germain-sur-Vienne;2019;23;41
37221;Saint-Hippolyte;2019;42;78
37222;Saint-Jean-Saint-Germain;2019;48;58
37223;Saint-Laurent-de-Lin;2019;23;25
37224;Saint-Laurent-en-Gâtines;2019;41;63
37225;Saint-Martin-le-Beau;2019;91;148
37226;Sainte-Maure-de-Touraine;2019;259;447
37228;Saint-Nicolas-de-Bourgueil;2019;124;133
37229;Saint-Nicolas-des-Motets;2019;8;11
37230;Saint-Ouen-les-Vignes;2019;35;51
37231;Saint-Paterne-Racan;2019;147;214
37232;Coteaux-sur-Loire;2019;95;124
37233;Saint-Pierre-des-Corps;2019;90;635
37234;Saint-Quentin-sur-Indrois;2019;25;35
37236;Saint-Règle;2019;9;27
37237;Saint-Roch;2019;6;40
37238;Saint-Senoch;2019;42;43
37240;Saunay;2019;23;42
37241;Savigné-sur-Lathan;2019;99;130
37242;Savigny-en-Véron;2019;89;101
37243;Savonnières;2019;45;101
37244;Sazilly;2019;20;23
37245;Semblançay;2019;47;102
37246;Sennevières;2019;26;26
37247;Sepmes;2019;55;65
37248;Seuilly;2019;20;37
37249;Sonzay;2019;62;100
37250;Sorigny;2019;90;137
37251;Souvigné;2019;35;49
37252;Souvigny-de-Touraine;2019;13;34
37253;Sublaines;2019;17;16
37254;Tauxigny-Saint-Bauld;2019;67;101
37255;Tavant;2019;11;31
37256;Theneuil;2019;22;43
37257;Thilouze;2019;52;88
37258;Thizay;2019;10;26
37259;Tournon-Saint-Pierre;2019;27;55
37260;La Tour-Saint-Gelin;2019;46;66
37261;Tours;2019;674;3811
37262;Trogues;2019;12;29
37263;Truyes;2019;52;125
37264;Vallères;2019;52;55
37265;Varennes;2019;16;17
37266;Veigné;2019;91;301
37267;Véretz;2019;38;128
37268;Verneuil-le-Château;2019;14;13
37269;Verneuil-sur-Indre;2019;43;65
37270;Vernou-sur-Brenne;2019;136;196
37271;Villaines-les-Rochers;2019;52;77
37272;Villandry;2019;45;53
37273;La Ville-aux-Dames;2019;57;215
37274;Villebourg;2019;24;18
37275;Villedômain;2019;11;16
37276;Villedômer;2019;44;87
37277;Villeloin-Coulangé;2019;49;85
37278;Villeperdue;2019;35;58
37279;Villiers-au-Bouin;2019;36;71
37280;Vou;2019;23;28
37281;Vouvray;2019;86;178
37282;Yzeures-sur-Creuse;2019;100;186
38001;Les Abrets en Dauphiné;2019;112;163
38002;Les Adrets;2019;32;25
38003;Agnin;2019;36;34
38004;L'Albenc;2019;42;41
38005;Allemond;2019;9;24
38006;Allevard;2019;42;89
38008;Ambel;2019;N/A - secret statistique;N/A - secret statistique
38009;Anjou;2019;60;61
38010;Annoisin-Chatelans;2019;22;17
38011;Anthon;2019;10;12
38012;Aoste;2019;43;62
38013;Apprieu;2019;26;40
38015;Artas;2019;47;48
38017;Assieu;2019;45;42
38018;Auberives-en-Royans;2019;13;13
38019;Auberives-sur-Varèze;2019;22;41
38020;Auris;2019;N/A - secret statistique;7
38022;Les Avenières Veyrins-Thuellin;2019;147;190
38023;Avignonet;2019;N/A - secret statistique;N/A - secret statistique
38026;La Balme-les-Grottes;2019;13;15
38027;Barraux;2019;23;46
38029;La Bâtie-Montgascon;2019;18;40
38030;Beaucroissant;2019;25;27
38031;Beaufin;2019;N/A - secret statistique;N/A - secret statistique
38032;Beaufort;2019;37;40
38033;Beaulieu;2019;41;29
38034;Beaurepaire;2019;178;293
38035;Beauvoir-de-Marc;2019;54;35
38036;Beauvoir-en-Royans;2019;N/A - secret statistique;N/A - secret statistique
38037;Bellegarde-Poussieu;2019;55;56
38038;Belmont;2019;18;8
38039;Bernin;2019;34;61
